observer,t_img,lat,lon,range,look,incidence,zenith,instrument_name
therm_sat_0_0,10.0,66.0,-8.8,709.6,-8.98,9.98,,thermal
vis_sat_0_0,20.0,0.9,-98.7,640.9,-10.5,11.55,81.73,visual
vis_sat_0_1,40.0,-66.0,175.1,704.8,8.51,9.44,43.09,visual
vis_sat_0_0,110.0,6.6,-98.2,631.6,4.42,4.85,84.82,visual
therm_sat_0_0,120.0,67.5,8.0,731.9,13.88,15.46,,thermal
therm_sat_0_0,130.0,67.1,10.2,729.0,12.78,14.23,,thermal
therm_sat_0_0,180.0,66.4,16.7,743.7,15.75,17.56,,thermal
therm_sat_0_0,200.0,64.5,18.1,715.3,3.24,3.6,,thermal
vis_sat_0_0,270.0,15.1,-93.7,640.2,-8.72,9.59,,visual
vis_sat_0_1,370.0,-56.8,-147.3,708.2,17.45,19.36,41.58,visual
therm_sat_0_0,450.0,55.1,41.6,734.2,4.48,4.99,,thermal
therm_sat_0_0,510.0,52.1,43.7,738.0,-4.4,4.91,,thermal
vis_sat_0_1,530.0,-50.5,-135.2,670.2,8.82,9.74,45.01,visual
sar_sat_0_0,610.0,-32.1,95.3,789.1,15.58,17.48,72.3,sar
vis_sat_0_1,670.0,-42.9,-129.0,684.2,16.49,18.24,47.77,visual
vis_sat_0_0,750.0,41.1,-79.1,676.1,-15.01,16.58,,visual
vis_sat_0_0,770.0,42.1,-78.5,673.3,-13.83,15.28,,visual
vis_sat_0_1,830.0,-35.6,-121.4,644.8,1.06,1.16,54.03,visual
vis_sat_0_1,920.0,-30.2,-120.1,661.2,13.63,15.03,56.05,visual
vis_sat_0_1,970.0,-28.3,-116.0,652.1,-11.07,12.19,60.09,visual
therm_sat_0_0,1010.0,26.0,61.3,794.3,-15.61,17.53,,thermal
vis_sat_0_0,1030.0,55.7,-66.2,668.2,1.89,2.09,,visual
therm_sat_0_0,1140.0,19.9,66.3,765.9,1.49,1.67,,thermal
sar_sat_0_0,1210.0,-60.0,126.9,740.4,12.57,14.02,50.06,sar
vis_sat_0_0,1240.0,62.2,-45.6,703.2,-13.21,14.65,,visual
sar_sat_0_0,1260.0,-64.0,130.2,728.1,-9.46,10.54,50.54,sar
therm_sat_0_0,1280.0,12.7,70.3,781.0,9.61,10.78,,thermal
sar_sat_0_0,1330.0,-63.7,139.7,725.8,10.66,11.86,46.93,sar
therm_sat_0_0,1350.0,8.8,72.3,795.7,13.83,15.54,,thermal
sar_sat_0_0,1370.0,-66.7,143.0,721.1,-10.0,11.13,48.08,sar
vis_sat_0_1,1530.0,4.0,-105.6,634.3,6.87,7.55,82.41,visual
sar_sat_0_0,1580.0,-66.0,175.1,696.1,4.96,5.51,42.95,sar
therm_sat_0_0,1630.0,-7.5,75.4,775.3,-6.31,7.08,,thermal
vis_sat_0_0,1700.0,64.5,18.1,743.9,14.71,16.41,,visual
therm_sat_0_0,1750.0,-13.2,79.6,781.7,10.07,11.29,88.35,thermal
vis_sat_0_0,1760.0,60.5,21.1,727.2,-7.08,7.88,,visual
vis_sat_0_0,1880.0,55.5,30.2,749.3,-12.52,13.98,,visual
sar_sat_0_0,1910.0,-56.8,-147.3,672.4,-5.16,5.7,44.41,sar
sar_sat_0_0,1930.0,-55.0,-147.5,675.1,7.88,8.71,43.41,sar
vis_sat_0_1,1990.0,29.6,-94.1,641.3,-3.46,3.81,,visual
sar_sat_0_0,2010.0,-52.6,-140.1,674.0,-9.96,11.0,46.48,sar
sar_sat_0_0,2140.0,-44.7,-136.9,685.0,16.24,17.96,46.77,sar
vis_sat_0_0,2390.0,31.8,56.8,784.4,14.04,15.75,,visual
therm_sat_0_0,2540.0,-54.5,105.8,732.7,1.45,1.61,56.65,thermal
vis_sat_0_1,2540.0,57.6,-68.6,671.5,-2.13,2.35,,visual
therm_sat_0_0,2810.0,-64.0,130.2,714.7,3.2,3.55,48.24,thermal
therm_sat_0_0,2850.0,-67.2,133.6,748.6,-17.38,19.39,49.31,thermal
therm_sat_0_0,2870.0,-66.2,138.2,711.4,-4.48,4.98,47.32,thermal
sar_sat_0_0,2890.0,-4.7,-113.2,640.0,-10.0,11.0,77.19,sar
therm_sat_0_0,2910.0,-66.7,143.0,707.6,-3.59,3.99,46.55,thermal
vis_sat_0_0,2940.0,1.3,66.8,770.8,-1.15,1.29,,visual
vis_sat_0_1,3020.0,66.0,-8.8,707.4,-3.25,3.61,,visual
sar_sat_0_0,3080.0,6.5,-110.6,630.8,3.29,3.61,84.75,sar
therm_sat_0_0,3120.0,-66.0,175.1,690.8,-2.09,2.32,43.2,thermal
sar_sat_0_0,3200.0,13.8,-108.2,634.8,5.71,6.28,,sar
vis_sat_0_1,3260.0,60.5,21.1,735.6,9.77,10.89,,visual
vis_sat_0_0,3290.0,-17.1,75.9,804.3,16.63,18.7,84.42,visual
vis_sat_0_1,3380.0,55.5,30.2,743.8,9.72,10.85,,visual
vis_sat_0_1,3530.0,48.1,38.2,747.3,6.8,7.59,,visual
vis_sat_0_0,3590.0,-34.7,79.4,784.7,-14.71,16.5,74.33,visual
vis_sat_0_0,3680.0,-39.0,83.2,758.5,-7.35,8.22,69.94,visual
vis_sat_0_1,3760.0,35.1,44.5,777.0,-13.2,14.8,,visual
sar_sat_0_0,3780.0,45.9,-92.2,670.4,11.96,13.21,,sar
sar_sat_0_0,3880.0,51.0,-87.2,674.9,11.31,12.5,,sar
vis_sat_0_1,3900.0,29.0,51.1,769.0,8.25,9.25,,visual
vis_sat_0_0,3910.0,-49.8,94.2,739.6,2.96,3.3,60.04,visual
vis_sat_0_1,3930.0,27.9,52.9,798.1,16.49,18.53,,visual
therm_sat_0_0,3940.0,-29.5,-131.4,644.2,6.25,6.88,57.26,thermal
sar_sat_0_0,3960.0,54.7,-82.6,678.9,10.82,11.96,,sar
therm_sat_0_0,3970.0,-27.6,-131.1,652.8,11.32,12.48,57.97,thermal
vis_sat_0_0,3990.0,-54.3,98.2,736.0,-4.63,5.16,57.53,visual
therm_sat_0_0,4040.0,-24.1,-128.5,637.8,3.8,4.18,61.28,thermal
sar_sat_0_0,4110.0,60.4,-69.7,676.2,1.82,2.01,,sar
therm_sat_0_0,4210.0,-13.8,-125.3,650.5,13.15,14.48,67.83,thermal
therm_sat_0_0,4230.0,-13.1,-125.0,648.4,12.56,13.83,68.41,thermal
vis_sat_0_0,4270.0,-65.7,121.5,740.8,-14.73,16.42,50.17,visual
vis_sat_0_0,4310.0,-64.0,130.2,729.4,12.31,13.7,46.24,visual
vis_sat_0_1,4330.0,4.6,58.1,789.7,-12.02,13.49,,visual
vis_sat_0_1,4340.0,4.0,58.1,795.1,-13.52,15.19,,visual
vis_sat_0_0,4350.0,-67.2,133.6,721.8,-10.73,11.94,47.72,visual
vis_sat_0_0,4380.0,-66.2,138.2,706.2,2.29,2.54,45.84,visual
vis_sat_0_0,4410.0,-66.7,143.0,703.5,1.23,1.36,45.34,visual
sar_sat_0_0,4560.0,66.0,-8.8,710.7,3.69,4.1,,sar
vis_sat_0_1,4580.0,-8.3,64.3,769.9,1.18,1.32,,visual
vis_sat_0_0,4630.0,-66.0,175.1,696.5,-9.05,10.04,43.82,visual
vis_sat_0_1,4900.0,-26.7,69.3,792.8,-15.08,16.94,80.75,visual
vis_sat_0_0,5080.0,-46.1,-150.1,675.6,13.07,14.44,46.39,visual
therm_sat_0_0,5090.0,35.2,-105.1,650.0,7.23,7.96,,thermal
vis_sat_0_1,5100.0,-35.7,78.6,781.0,14.34,16.08,69.74,visual
vis_sat_0_0,5240.0,-38.2,-142.1,648.9,3.69,4.07,52.04,visual
therm_sat_0_0,5350.0,48.5,-94.0,658.8,1.68,1.86,,thermal
therm_sat_0_0,5360.0,48.6,-92.7,663.6,-6.38,7.04,,thermal
sar_sat_0_0,5390.0,29.3,43.9,761.4,3.64,4.07,,sar
therm_sat_0_0,5500.0,54.7,-82.6,693.9,-14.89,16.5,,thermal
vis_sat_0_1,5540.0,-58.0,97.6,731.3,-5.54,6.18,54.89,visual
vis_sat_0_0,5630.0,-16.6,-132.1,641.0,8.83,9.71,66.11,visual
therm_sat_0_0,5650.0,60.4,-69.7,706.4,-15.33,17.01,,thermal
vis_sat_0_0,5690.0,-13.9,-129.4,635.6,-6.3,6.92,69.68,visual
sar_sat_0_0,5730.0,11.5,53.0,804.0,15.97,17.95,,sar
vis_sat_0_1,5770.0,-65.7,121.5,714.3,-5.28,5.87,48.23,visual
vis_sat_0_1,5860.0,-67.2,133.6,708.7,-6.09,6.76,46.39,visual
vis_sat_0_1,5880.0,-66.2,138.2,707.2,6.1,6.77,44.66,visual
sar_sat_0_0,5910.0,1.5,55.0,774.2,5.2,5.83,,sar
vis_sat_0_1,5920.0,-66.7,143.0,701.0,3.26,3.61,44.43,visual
sar_sat_0_0,6060.0,-7.0,57.8,771.4,3.34,3.75,,sar
vis_sat_0_1,6150.0,-63.9,175.2,684.0,-3.42,3.78,42.95,visual
vis_sat_0_1,6320.0,-56.8,-168.7,674.5,5.82,6.43,43.05,visual
therm_sat_0_0,6440.0,52.7,20.4,740.3,6.04,6.74,,thermal
vis_sat_0_1,6460.0,-50.5,-159.7,666.4,6.71,7.41,45.13,visual
sar_sat_0_0,6570.0,-34.5,69.4,755.6,1.72,1.92,72.49,sar
therm_sat_0_0,6580.0,44.3,24.5,777.2,-15.81,17.71,,thermal
vis_sat_0_1,6590.0,-44.9,-152.1,656.1,-4.8,5.29,49.14,visual
vis_sat_0_0,6620.0,39.0,-108.6,650.2,4.93,5.44,,visual
therm_sat_0_0,6680.0,41.4,32.5,777.9,14.59,16.36,,thermal
vis_sat_0_0,6700.0,43.9,-106.8,678.1,15.23,16.83,,visual
therm_sat_0_0,6720.0,38.3,32.4,752.9,2.8,3.13,,thermal
vis_sat_0_0,6780.0,46.6,-101.5,657.9,-3.59,3.96,,visual
sar_sat_0_0,6840.0,-48.8,79.6,741.9,-3.25,3.63,61.64,sar
therm_sat_0_0,6880.0,29.1,35.5,776.4,-11.41,12.79,,thermal
vis_sat_0_0,6950.0,55.8,-93.1,677.0,9.25,10.22,,visual
therm_sat_0_0,7070.0,19.0,40.4,777.6,-9.5,10.65,,thermal
sar_sat_0_0,7080.0,-58.0,97.6,750.1,14.12,15.77,51.62,sar
vis_sat_0_0,7090.0,59.5,-78.5,703.9,-15.12,16.77,,visual
sar_sat_0_0,7140.0,-61.9,99.2,728.8,-8.21,9.15,52.18,sar
vis_sat_0_0,7140.0,62.8,-76.2,682.7,4.33,4.8,,visual
sar_sat_0_0,7200.0,-64.2,105.4,729.5,-10.37,11.55,50.67,sar
sar_sat_0_0,7210.0,-64.1,107.2,720.0,-6.12,6.81,49.94,sar
sar_sat_0_0,7310.0,-65.7,121.5,709.1,2.9,3.22,46.48,sar
sar_sat_0_0,7400.0,-67.2,133.6,702.3,-2.85,3.16,45.32,sar
sar_sat_0_0,7430.0,-66.2,138.2,705.5,7.35,8.16,43.78,sar
sar_sat_0_0,7460.0,-66.7,143.0,697.4,2.15,2.39,43.86,sar
vis_sat_0_0,7560.0,63.5,-19.4,739.9,-15.03,16.75,,visual
therm_sat_0_0,7560.0,-6.9,51.0,770.4,1.74,1.95,,thermal
vis_sat_0_1,7600.0,11.3,-126.3,639.0,-8.72,9.59,89.52,visual
