req_id,measurer,measurement,pos,t_start,t_end,t_corr,t_img,u_max,u_exp,u
c23939c0,img_1,visible,"[2466.5311418031147, 2887.5685932047995, 5124.333557393622]",0.0,86400.0,86400.0,20.0,1.0,0.3333333333333333,0.3332561728395062
c24026ea,img_1,visible,"[2985.572322411262, 2952.5368728689937, 4800.9901669737355]",0.0,86400.0,86400.0,30.0,1.0,0.3333333333333333,0.3332175925925926
c23cf51a,sar_0,sar,"[3646.401516137588, 3394.1326504988942, 3982.994124437613]",0.0,86400.0,86400.0,60.0,1.0,0.3333333333333333,0.33310185185185187
c23c3f44,img_1,visible,"[2630.7918613465945, 3624.224616148142, 4541.426293066536]",0.0,86400.0,86400.0,80.0,1.0,0.3333333333333333,0.3330246913580247
c2429f24,sar_0,sar,"[3189.920123731725, 2883.3712928389405, 4710.753894359306]",0.0,86400.0,86400.0,130.0,1.0,0.3333333333333333,0.3328317901234568
c2350b52,img_1,visible,"[2278.158738686018, 3900.88034761457, 4502.637886430648]",0.0,86400.0,86400.0,130.0,1.0,0.3333333333333333,0.3328317901234568
c2359c5c,img_1,visible,"[2900.265884658504, 3836.635861214348, 4189.189149239713]",0.0,86400.0,86400.0,140.0,1.0,0.3333333333333333,0.3327932098765432
c24026ea,sar_0,sar,"[2985.572322411262, 2952.5368728689937, 4800.9901669737355]",0.0,86400.0,86400.0,160.0,1.0,0.3333333333333333,0.33271604938271604
c23c10dc,img_1,visible,"[2554.4976095174534, 4002.367622905655, 4258.663879136723]",0.0,86400.0,86400.0,160.0,1.0,0.3333333333333333,0.33271604938271604
c23939c0,sar_0,sar,"[2466.5311418031147, 2887.5685932047995, 5124.333557393622]",0.0,86400.0,86400.0,250.0,1.0,0.3333333333333333,0.3323688271604938
c23cc856,thm_0,thermal,"[-527.0624668467873, -2789.5682143175945, 5711.491661123915]",0.0,86400.0,86400.0,310.0,1.0,0.3333333333333333,0.3321373456790124
c2454d32,thm_0,thermal,"[-484.4989370054225, -3071.0458366365838, 5569.071817699553]",0.0,86400.0,86400.0,350.0,1.0,0.3333333333333333,0.33198302469135804
c23f6962,thm_0,thermal,"[818.7321547956418, -3678.3130987807463, 5145.902551294512]",0.0,86400.0,86400.0,570.0,1.0,0.3333333333333333,0.33113425925925927
c24108ee,thm_0,thermal,"[915.182958438889, -3660.6480566836904, 5142.248401143089]",0.0,86400.0,86400.0,580.0,1.0,0.3333333333333333,0.33109567901234566
c2439398,sar_0,sar,"[92.8222404535489, 2374.588584819626, 5918.896497312586]",0.0,86400.0,86400.0,630.0,1.0,0.3333333333333333,0.33090277777777777
c243cb56,thm_0,thermal,"[1114.3333362144322, -3833.713792656991, 4974.085085035283]",0.0,86400.0,86400.0,630.0,1.0,0.3333333333333333,0.33090277777777777
c245de96,thm_0,thermal,"[1467.2017196260167, -3768.642845538931, 4932.065782009844]",0.0,86400.0,86400.0,670.0,1.0,0.3333333333333333,0.3307484567901235
c233f10e,img_0,visible,"[615.1169652280626, -4623.984611421844, 4349.829892513073]",0.0,86400.0,86400.0,700.0,1.0,0.3333333333333333,0.11021090534979423
c234dd08,img_0,visible,"[898.8023036626363, -4584.657516159214, 4342.08389368898]",0.0,86400.0,86400.0,701.018409106906,1.0,0.3333333333333333,0.33062878700190235
c2353ece,img_0,visible,"[1116.7695837167582, -4411.567404308492, 4468.950815964037]",0.0,86400.0,86400.0,760.0,1.0,0.3333333333333333,0.3304012345679012
c243cb56,img_0,visible,"[1114.3333362144322, -3833.713792656991, 4974.085085035283]",0.0,86400.0,86400.0,860.0,1.0,0.3333333333333333,0.33001543209876544
c24108ee,img_0,visible,"[915.182958438889, -3660.6480566836904, 5142.248401143089]",0.0,86400.0,86400.0,880.0,1.0,0.3333333333333333,0.32993827160493827
c245de96,img_0,visible,"[1467.2017196260167, -3768.642845538931, 4932.065782009844]",0.0,86400.0,86400.0,890.0,1.0,0.3333333333333333,0.3298996913580247
c24356e4,sar_0,sar,"[-1105.7326004745603, 2672.4975525235704, 5684.693035633585]",0.0,86400.0,86400.0,890.5707134890772,1.0,0.3333333333333333,0.3298974895312921
c23d212a,img_0,visible,"[1269.1043438792206, -3445.6511992852834, 5215.120769319583]",0.0,86400.0,86400.0,940.0,1.0,0.3333333333333333,0.32970679012345677
c2382314,img_0,visible,"[1641.7518519186995, -3405.449098698736, 5136.943639390175]",0.0,86400.0,86400.0,960.0,1.0,0.3333333333333333,0.32962962962962966
c2418e9a,thm_0,thermal,"[4120.5546538434155, -4849.729988828745, -426.3461522310145]",0.0,86400.0,86400.0,1630.0,1.0,0.3333333333333333,0.3270447530864197
c23afc92,img_0,visible,"[2690.7876989499314, 1478.1265722988296, 5590.655243960366]",0.0,86400.0,86400.0,1730.0,1.0,0.3333333333333333,0.32665895061728395
c23d7b48,img_0,visible,"[2908.9148357225654, 1529.2317675417105, 5466.286430569853]",0.0,86400.0,86400.0,1750.0,1.0,0.3333333333333333,0.3265817901234568
c235cc18,img_0,visible,"[2736.5225342760405, 1646.4048317042023, 5520.997936145076]",0.0,86400.0,86400.0,1760.0,1.0,0.3333333333333333,0.32654320987654323
c23629a6,img_0,visible,"[2565.1049027893, 1740.7222025433125, 5574.113894838959]",0.0,86400.0,86400.0,1770.0,1.0,0.3333333333333333,0.3265046296296296
c23ff26a,thm_0,thermal,"[4761.341884619495, -4113.37872732391, -1044.203794642067]",0.0,86400.0,86400.0,1780.0,1.0,0.3333333333333333,0.32646604938271606
c23bb376,img_0,visible,"[2630.174015858927, 2107.32041059329, 5414.979962546043]",0.0,86400.0,86400.0,1830.0,1.0,0.3333333333333333,0.3262731481481482
c24026ea,img_0,visible,"[2985.572322411262, 2952.5368728689937, 4800.9901669737355]",0.0,86400.0,86400.0,1990.0,1.0,0.3333333333333333,0.32565586419753084
c2429f24,img_0,visible,"[3189.920123731725, 2883.3712928389405, 4710.753894359306]",0.0,86400.0,86400.0,2000.0,1.0,0.3333333333333333,0.3256172839506173
