routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.0,0.0,3563
update_state,0.0,0.0,0.0,3563
sense_environment,0.041,0.021,0.037,3563
update_state_environment,0.0,0.001,0.0,3563
get_environment_broadcasts,0.001,0.003,0.0,3563
get_agent_broadcasts,0.0,0.001,0.0,3563
sense,0.042,0.02,0.038,3563
think,0.018,0.014,0.017,3562
perform_wait_for_messages,0.035,0.025,0.033,3183
do,0.033,0.024,0.029,3562
perform_state_change,0.028,0.019,0.022,409
perform_observation,0.017,0.014,0.009,375
perform_broadcast,0.0,0.0,0.0,4
