observer,t_img,lat,lon,range,look,incidence,zenith,instrument_name
vis_sat_0_0,150.0,8.4,-96.8,631.1,-3.31,3.64,86.97,visual
therm_sat_0_0,250.0,64.0,25.3,739.8,13.31,14.84,,thermal
sar_sat_0_0,700.0,-37.8,96.1,752.4,-0.33,0.37,69.86,sar
therm_sat_0_0,1100.0,22.6,67.2,792.9,14.53,16.32,,thermal
vis_sat_0_0,1120.0,58.4,-57.7,688.2,-11.09,12.28,,visual
vis_sat_0_0,1250.0,63.4,-45.6,684.8,-3.64,4.03,,visual
sar_sat_0_0,1410.0,-66.3,150.0,706.0,0.72,0.8,46.05,sar
vis_sat_0_0,1690.0,63.1,14.3,717.4,-3.33,3.71,,visual
therm_sat_0_0,1930.0,-23.2,82.6,764.4,2.57,2.88,81.24,thermal
vis_sat_0_1,2230.0,41.8,-84.8,675.2,-14.45,15.96,,visual
therm_sat_0_0,2450.0,-50.5,99.8,739.6,-3.3,3.68,60.33,thermal
sar_sat_0_0,2460.0,-27.9,-125.2,658.9,13.39,14.76,57.58,sar
vis_sat_0_1,2500.0,55.9,-72.1,668.4,1.12,1.23,,visual
vis_sat_0_0,2560.0,22.1,59.4,764.7,1.64,1.84,,visual
sar_sat_0_0,2600.0,-20.4,-121.0,640.0,7.24,7.96,63.59,sar
therm_sat_0_0,2650.0,-58.1,115.2,738.6,10.44,11.65,52.08,thermal
vis_sat_0_1,2960.0,68.3,-17.0,720.5,12.43,13.83,,visual
vis_sat_0_1,3020.0,67.7,-7.8,724.6,12.28,13.67,,visual
vis_sat_0_0,3240.0,-14.4,74.2,788.0,12.3,13.81,87.16,visual
vis_sat_0_1,3310.0,58.5,24.9,736.5,8.64,9.63,,visual
sar_sat_0_0,3410.0,25.8,-104.4,658.7,14.05,15.49,,sar
vis_sat_0_0,3460.0,-27.2,77.3,763.5,-4.11,4.61,78.91,visual
vis_sat_0_1,3550.0,46.7,37.8,743.0,-1.76,1.96,,visual
vis_sat_0_0,4470.0,-66.7,151.6,699.7,2.75,3.06,44.16,visual
vis_sat_0_0,4840.0,-58.8,-162.1,682.1,-9.47,10.48,44.42,visual
sar_sat_0_0,5100.0,43.4,31.8,774.4,-14.85,16.63,,sar
vis_sat_0_1,5100.0,-36.6,75.9,757.3,-5.26,5.88,71.61,visual
therm_sat_0_0,5180.0,40.3,-102.0,655.0,7.53,8.31,,thermal
sar_sat_0_0,5380.0,29.2,41.7,777.1,-11.62,13.03,,sar
therm_sat_0_0,5960.0,65.7,-30.8,716.4,-11.08,12.32,,thermal
therm_sat_0_0,6080.0,64.8,-13.8,713.7,-5.16,5.74,,thermal
therm_sat_0_0,6320.0,57.5,11.5,727.7,0.08,0.09,,thermal
sar_sat_0_0,6750.0,-44.5,74.5,754.6,-8.24,9.21,65.85,sar
vis_sat_0_0,6820.0,49.5,-100.9,668.8,9.39,10.38,,visual
sar_sat_0_0,6910.0,-52.0,82.9,737.6,-3.31,3.69,59.29,sar
sar_sat_0_0,7140.0,-62.7,98.7,746.8,-14.43,16.1,52.71,sar
therm_sat_0_0,7280.0,8.0,45.0,774.7,-6.12,6.87,,thermal
therm_sat_0_0,8370.0,-50.6,73.3,753.2,-10.63,11.87,61.5,thermal
therm_sat_0_0,8720.0,-63.1,103.9,721.7,7.54,8.39,48.28,thermal
vis_sat_0_1,8970.0,65.7,-30.8,708.9,-3.1,3.45,,visual
therm_sat_0_0,9050.0,-66.3,150.0,691.5,-3.35,3.71,43.48,thermal
vis_sat_0_1,9130.0,62.4,-10.4,723.3,5.54,6.17,,visual
vis_sat_0_1,9560.0,42.5,16.0,749.3,-3.99,4.46,,visual
therm_sat_0_0,9730.0,-37.3,-159.8,646.3,-1.0,1.11,52.86,thermal
vis_sat_0_1,9940.0,23.4,29.2,783.0,11.94,13.4,,visual
sar_sat_0_0,11040.0,44.6,10.9,762.7,11.32,12.66,,sar
therm_sat_0_0,11090.0,38.2,-125.3,666.7,-13.01,14.36,,thermal
vis_sat_0_0,11550.0,-17.1,-157.4,643.7,10.03,11.04,65.37,visual
sar_sat_0_0,11920.0,-3.5,30.9,771.1,-2.22,2.49,,sar
therm_sat_0_0,12640.0,39.1,7.5,755.7,5.75,6.43,,thermal
vis_sat_0_0,13150.0,63.7,-89.6,702.1,-11.5,12.76,,visual
sar_sat_0_0,13180.0,-63.9,89.1,719.8,7.78,8.65,47.48,sar
therm_sat_0_0,13410.0,-2.6,24.9,771.6,2.78,3.12,,thermal
vis_sat_0_1,13640.0,17.9,-149.1,635.7,-4.87,5.35,,visual
therm_sat_0_0,13850.0,-26.6,34.0,761.5,1.06,1.18,79.14,thermal
sar_sat_0_0,14100.0,-40.8,-179.6,657.4,-8.68,9.57,51.6,sar
sar_sat_0_0,15820.0,54.8,-132.4,679.3,10.92,12.07,,sar
vis_sat_0_1,15980.0,16.3,4.1,780.2,-9.94,11.15,,visual
sar_sat_0_0,16040.0,63.3,-112.9,685.3,6.06,6.72,,sar
vis_sat_0_0,16120.0,-65.4,71.1,736.2,-13.3,14.82,50.34,visual
