Eclipse times for Spacecraft with id imaging_sat_1_1
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
start index,end index
255,456
848,1049
1441,1642
2034,2235
2627,2829
3220,3422
3813,4015
4406,4608
4999,5201
5592,5794
6185,6387
6777,6980
7370,7573
7963,8167
8556,8640
