routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.0,0.0,438
update_state,0.0,0.0,0.0,438
sense_environment,0.047,0.025,0.042,437
update_state_environment,0.0,0.0,0.0,437
get_environment_broadcasts,0.0,0.0,0.0,437
get_agent_broadcasts,0.0,0.0,0.0,437
sense,0.048,0.025,0.043,437
think,0.201,3.43,0.026,437
perform_state_change,0.075,0.114,0.07,1830
do,0.319,0.417,0.148,437
perform_measurement,0.018,0.018,0.012,76
perform_wait_for_messages,0.05,0.038,0.033,22
perform_broadcast,0.002,0.003,0.0,10
