routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.0,0.0,264
update_state,0.0,0.0,0.0,264
sense_environment,0.083,0.052,0.068,263
update_state_environment,0.0,0.0,0.0,263
get_environment_broadcasts,0.0,0.0,0.0,263
get_agent_broadcasts,0.0,0.0,0.0,263
sense,0.083,0.052,0.069,263
think,0.892,6.798,0.036,263
perform_state_change,0.114,0.097,0.121,328
do,0.19,0.289,0.067,263
perform_measurement,0.056,0.044,0.04,18
perform_wait_for_messages,0.072,0.077,0.055,160
perform_broadcast,0.004,0.001,0.004,2
