routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.001,0.011,0.0,2866
__check_action_completion,0.001,0.013,0.0,2866
replanner/__get_new_requests,0.0,0.005,0.0,2866
replanner/__update_performed_requests,0.0,0.0,0.0,2866
replanner/_update_access_times,0.051,0.724,0.0,2866
replanner/update_percepts,0.189,0.779,0.001,2866
replanner/compile_external_plan_bids,0.0,0.0,0.0,2866
replanner/compile_new_measurement_request_bids,0.006,0.027,0.001,2866
replanner/check_request_completion,0.0,0.002,0.0,2866
replanner/check_request_end_time,0.0,0.002,0.0,2866
replanner/compare_bids,0.126,0.289,0.021,2866
replanner/consensus_phase,0.126,0.29,0.021,2866
replanner/needs_planning,0.564,0.567,0.369,2866
replanner/_get_available_requests,1.101,0.674,1.08,363
replanner/calc_imaging_time,0.25,0.431,0.057,3241
replanner/planning_phase,5.719,5.419,5.135,362
replanner/_schedule_measurements,0.048,0.073,0.012,829
replanner/_schedule_broadcasts,0.177,0.265,0.051,829
replanner/_schedule_maneuvers,0.41,0.5,0.207,829
replanner/_schedule_waits,0.0,0.0,0.0,829
replanner/_plan_from_path,0.637,0.636,0.419,829
replanner/generate_plan,3.576,4.42,2.174,829
