routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.0,0.003,0.0,1631
__check_action_completion,0.0,0.0,0.0,1631
preplanner/__get_new_requests,0.0,0.0,0.0,1631
preplanner/__update_performed_requests,0.0,0.0,0.0,1631
preplanner/_update_access_times,0.02,0.789,0.0,1631
preplanner/needs_planning,0.0,0.0,0.0,1631
preplanner/_get_available_requests,0.0,0.0,0.0,1
preplanner/_schedule_measurements,325.089,0.0,325.089,1
preplanner/_schedule_broadcasts,0.018,0.0,0.018,2
preplanner/_schedule_maneuvers,4.628,0.0,4.628,1
preplanner/__schedule_periodic_replan,0.336,0.0,0.336,1
preplanner/generate_plan,336.209,0.0,336.209,1
replanner/__get_new_requests,0.0,0.0,0.0,1631
replanner/__update_performed_requests,0.0,0.0,0.0,1631
replanner/_update_access_times,0.007,0.24,0.0,1631
replanner/_schedule_measurements,8.451,15.156,1.111,5
replanner/_schedule_broadcasts,0.017,0.002,0.016,10
replanner/_schedule_maneuvers,1.573,1.574,1.034,5
