Eclipse times for Spacecraft with id imaging_sat_1_0
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
start index,end index
0,61
453,654
1046,1247
1639,1841
2232,2434
2825,3027
3418,3620
4011,4213
4604,4806
5197,5399
5790,5992
6383,6586
6976,7179
7569,7772
8162,8365
