routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.009,0.043,0.0,9818
__check_action_completion,0.0,0.004,0.0,9818
preplanner/update_percepts,0.002,0.015,0.0,9818
preplanner/needs_planning,0.0,0.005,0.0,9818
preplanner/calculate_access_times,0.603,0.0,0.603,1
preplanner/_schedule_observations,4.782,0.0,4.782,1
preplanner/is_observation_path_valid,0.003,0.0,0.003,1
preplanner/_schedule_broadcasts,301.871,0.0,301.871,1
preplanner/_schedule_maneuvers,12.087,0.0,12.087,1
preplanner/__schedule_periodic_replan,0.037,0.0,0.037,1
preplanner/generate_plan,319.01,0.0,319.01,1
replanner/compile_new_measurement_request_bids,0.0,0.008,0.0,9818
replanner/update_percepts,0.02,0.111,0.001,9818
replanner/check_request_completion,0.0,0.005,0.0,9818
replanner/check_request_end_time,0.0,0.0,0.0,9818
replanner/compare_bids,0.002,0.028,0.0,9818
replanner/consensus_phase,0.002,0.029,0.0,9818
replanner/is_observation_path_valid,0.01,0.074,0.001,621012
replanner/needs_planning,0.074,0.31,0.0,9818
replanner/_get_available_requests,1.796,2.047,0.929,1859
replanner/planning_phase,8.131,19.364,3.728,861
replanner/_schedule_observations,6.715,7.663,3.686,861
replanner/_schedule_maneuvers,2.947,4.765,0.408,861
replanner/_schedule_broadcasts,0.355,0.664,0.045,861
replanner/_schedule_waits,0.0,0.0,0.0,861
replanner/generate_plan,18.327,21.3,13.904,861
replanner/calc_imaging_time,0.06,0.097,0.017,449
