Eclipse times for Spacecraft with id imaging_sat_1_0
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
start index,end index
99,270
692,863
1285,1456
1878,2049
2470,2642
3063,3236
3656,3829
4249,4422
4842,5015
5434,5608
6027,6201
6620,6794
7213,7387
7806,7980
8399,8573
