GRID COVERAGE
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
Mission Duration [Days] is 1.0
time index,GP index,lat [deg],lon [deg]
126,2813,-19.36,-40.098
127,2813,-19.36,-40.098
128,2813,-19.36,-40.098
129,2813,-19.36,-40.098
130,2813,-19.36,-40.098
131,2744,-15.969,-39.59
131,2813,-19.36,-40.098
132,2744,-15.969,-39.59
132,2813,-19.36,-40.098
133,2744,-15.969,-39.59
133,2813,-19.36,-40.098
134,2228,-13.868,-40.237
134,2744,-15.969,-39.59
134,2813,-19.36,-40.098
135,1479,-12.584,-38.999
135,2228,-13.868,-40.237
135,2744,-15.969,-39.59
135,2813,-19.36,-40.098
136,1479,-12.584,-38.999
136,2228,-13.868,-40.237
136,2744,-15.969,-39.59
136,2813,-19.36,-40.098
137,1479,-12.584,-38.999
137,2228,-13.868,-40.237
137,2744,-15.969,-39.59
137,2813,-19.36,-40.098
138,1479,-12.584,-38.999
138,2228,-13.868,-40.237
138,2744,-15.969,-39.59
138,2813,-19.36,-40.098
139,1479,-12.584,-38.999
139,2133,-9.356,-38.211
139,2228,-13.868,-40.237
139,2744,-15.969,-39.59
139,2813,-19.36,-40.098
139,3000,-9.614,-37.815
140,249,-9.142,-38.312
140,1479,-12.584,-38.999
140,2133,-9.356,-38.211
140,2228,-13.868,-40.237
140,2744,-15.969,-39.59
140,2813,-19.36,-40.098
140,3000,-9.614,-37.815
141,67,-9.423,-40.824
141,249,-9.142,-38.312
141,1479,-12.584,-38.999
141,2133,-9.356,-38.211
141,2228,-13.868,-40.237
141,2744,-15.969,-39.59
141,3000,-9.614,-37.815
142,67,-9.423,-40.824
142,249,-9.142,-38.312
142,1479,-12.584,-38.999
142,2133,-9.356,-38.211
142,2228,-13.868,-40.237
142,2744,-15.969,-39.59
142,3000,-9.614,-37.815
143,67,-9.423,-40.824
143,249,-9.142,-38.312
143,1479,-12.584,-38.999
143,2133,-9.356,-38.211
143,2228,-13.868,-40.237
143,2744,-15.969,-39.59
143,3000,-9.614,-37.815
144,67,-9.423,-40.824
144,249,-9.142,-38.312
144,1479,-12.584,-38.999
144,2133,-9.356,-38.211
144,2228,-13.868,-40.237
144,2744,-15.969,-39.59
144,3000,-9.614,-37.815
145,67,-9.423,-40.824
145,249,-9.142,-38.312
145,1479,-12.584,-38.999
145,2133,-9.356,-38.211
145,2228,-13.868,-40.237
145,2727,-6.24,-38.927
145,2744,-15.969,-39.59
145,3000,-9.614,-37.815
146,67,-9.423,-40.824
146,249,-9.142,-38.312
146,1479,-12.584,-38.999
146,2133,-9.356,-38.211
146,2228,-13.868,-40.237
146,3000,-9.614,-37.815
147,67,-9.423,-40.824
147,249,-9.142,-38.312
147,562,-6.752,-43.569
147,1479,-12.584,-38.999
147,2133,-9.356,-38.211
147,2228,-13.868,-40.237
147,3000,-9.614,-37.815
148,67,-9.423,-40.824
148,249,-9.142,-38.312
148,562,-6.752,-43.569
148,1479,-12.584,-38.999
148,2133,-9.356,-38.211
148,2228,-13.868,-40.237
148,3000,-9.614,-37.815
149,67,-9.423,-40.824
149,249,-9.142,-38.312
149,562,-6.752,-43.569
149,1479,-12.584,-38.999
149,2133,-9.356,-38.211
149,2228,-13.868,-40.237
149,3000,-9.614,-37.815
149,3745,-4.212,-40.448
150,67,-9.423,-40.824
150,249,-9.142,-38.312
150,562,-6.752,-43.569
150,1479,-12.584,-38.999
150,2133,-9.356,-38.211
150,2558,-5.065,-44.666
150,3000,-9.614,-37.815
150,3745,-4.212,-40.448
151,67,-9.423,-40.824
151,249,-9.142,-38.312
151,562,-6.752,-43.569
151,2133,-9.356,-38.211
151,2558,-5.065,-44.666
151,3000,-9.614,-37.815
151,3745,-4.212,-40.448
152,67,-9.423,-40.824
152,249,-9.142,-38.312
152,562,-6.752,-43.569
152,2133,-9.356,-38.211
152,2302,-3.77,-44.862
152,2558,-5.065,-44.666
152,3000,-9.614,-37.815
152,3745,-4.212,-40.448
153,67,-9.423,-40.824
153,249,-9.142,-38.312
153,562,-6.752,-43.569
153,2133,-9.356,-38.211
153,2258,-3.276,-45.036
153,2302,-3.77,-44.862
153,2558,-5.065,-44.666
153,2616,-3.313,-45.145
153,3000,-9.614,-37.815
153,3745,-4.212,-40.448
153,4585,-3.585,-45.293
154,67,-9.423,-40.824
154,249,-9.142,-38.312
154,562,-6.752,-43.569
154,2133,-9.356,-38.211
154,2258,-3.276,-45.036
154,2302,-3.77,-44.862
154,2558,-5.065,-44.666
154,2616,-3.313,-45.145
154,3000,-9.614,-37.815
154,3745,-4.212,-40.448
154,4585,-3.585,-45.293
155,67,-9.423,-40.824
155,249,-9.142,-38.312
155,562,-6.752,-43.569
155,1648,-2.179,-45.284
155,2258,-3.276,-45.036
155,2302,-3.77,-44.862
155,2558,-5.065,-44.666
155,2616,-3.313,-45.145
155,3745,-4.212,-40.448
155,4585,-3.585,-45.293
156,67,-9.423,-40.824
156,562,-6.752,-43.569
156,1648,-2.179,-45.284
156,2258,-3.276,-45.036
156,2302,-3.77,-44.862
156,2558,-5.065,-44.666
156,2616,-3.313,-45.145
156,3745,-4.212,-40.448
156,4585,-3.585,-45.293
157,562,-6.752,-43.569
157,1648,-2.179,-45.284
157,2258,-3.276,-45.036
157,2302,-3.77,-44.862
157,2558,-5.065,-44.666
157,2616,-3.313,-45.145
157,3745,-4.212,-40.448
157,4585,-3.585,-45.293
158,562,-6.752,-43.569
158,1648,-2.179,-45.284
158,2258,-3.276,-45.036
158,2302,-3.77,-44.862
158,2558,-5.065,-44.666
158,2616,-3.313,-45.145
158,3745,-4.212,-40.448
158,4585,-3.585,-45.293
159,562,-6.752,-43.569
159,1648,-2.179,-45.284
159,2258,-3.276,-45.036
159,2302,-3.77,-44.862
159,2558,-5.065,-44.666
159,2616,-3.313,-45.145
159,4585,-3.585,-45.293
160,562,-6.752,-43.569
160,1648,-2.179,-45.284
160,1743,-0.586,-49.154
160,2258,-3.276,-45.036
160,2302,-3.77,-44.862
160,2558,-5.065,-44.666
160,2616,-3.313,-45.145
160,4585,-3.585,-45.293
161,562,-6.752,-43.569
161,1648,-2.179,-45.284
161,1743,-0.586,-49.154
161,2258,-3.276,-45.036
161,2302,-3.77,-44.862
161,2558,-5.065,-44.666
161,2616,-3.313,-45.145
161,4585,-3.585,-45.293
162,76,-3.833,-49.647
162,1648,-2.179,-45.284
162,1743,-0.586,-49.154
162,2258,-3.276,-45.036
162,2302,-3.77,-44.862
162,2558,-5.065,-44.666
162,2616,-3.313,-45.145
162,4585,-3.585,-45.293
163,76,-3.833,-49.647
163,1648,-2.179,-45.284
163,1743,-0.586,-49.154
163,2258,-3.276,-45.036
163,2302,-3.77,-44.862
163,2558,-5.065,-44.666
163,2616,-3.313,-45.145
163,4135,1.381,-50.39
163,4585,-3.585,-45.293
164,76,-3.833,-49.647
164,1648,-2.179,-45.284
164,1651,1.395,-50.633
164,1743,-0.586,-49.154
164,2258,-3.276,-45.036
164,2302,-3.77,-44.862
164,2558,-5.065,-44.666
164,2616,-3.313,-45.145
164,3930,1.701,-50.132
164,4129,1.398,-50.533
164,4135,1.381,-50.39
164,4585,-3.585,-45.293
165,76,-3.833,-49.647
165,1648,-2.179,-45.284
165,1651,1.395,-50.633
165,1743,-0.586,-49.154
165,2258,-3.276,-45.036
165,2302,-3.77,-44.862
165,2558,-5.065,-44.666
165,2616,-3.313,-45.145
165,3930,1.701,-50.132
165,4129,1.398,-50.533
165,4135,1.381,-50.39
165,4585,-3.585,-45.293
166,76,-3.833,-49.647
166,1648,-2.179,-45.284
166,1651,1.395,-50.633
166,1743,-0.586,-49.154
166,2258,-3.276,-45.036
166,2302,-3.77,-44.862
166,2616,-3.313,-45.145
166,3930,1.701,-50.132
166,4129,1.398,-50.533
166,4135,1.381,-50.39
166,4585,-3.585,-45.293
167,76,-3.833,-49.647
167,1648,-2.179,-45.284
167,1651,1.395,-50.633
167,1743,-0.586,-49.154
167,2258,-3.276,-45.036
167,2302,-3.77,-44.862
167,2616,-3.313,-45.145
167,3930,1.701,-50.132
167,4129,1.398,-50.533
167,4135,1.381,-50.39
167,4585,-3.585,-45.293
168,76,-3.833,-49.647
168,1648,-2.179,-45.284
168,1651,1.395,-50.633
168,1743,-0.586,-49.154
168,2258,-3.276,-45.036
168,2616,-3.313,-45.145
168,3930,1.701,-50.132
168,4129,1.398,-50.533
168,4135,1.381,-50.39
169,76,-3.833,-49.647
169,1648,-2.179,-45.284
169,1651,1.395,-50.633
