routine,t_avg,t_std,t_med,n
check_action_statuses,0.009,0.073,0.0,3753
update_state,0.0,0.0,0.0,3753
sense_environment,0.186,0.193,0.158,3752
update_state_environment,0.002,0.017,0.0,3752
get_environment_broadcasts,0.017,0.053,0.0,3752
get_agent_broadcasts,0.105,0.481,0.0,3752
sense,0.319,0.598,0.197,3752
think,2.84,13.695,0.116,3752
perform_broadcast,0.009,0.052,0.0,716
do,0.747,5.316,0.11,3752
perform_wait_for_messages,1.116,6.698,0.128,2342
perform_state_change,0.192,1.275,0.046,790
perform_observation,0.159,0.26,0.115,1124
