routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.023,0.078,0.0,3752
__check_action_completion,0.0,0.003,0.0,3752
preplanner/update_percepts,0.002,0.024,0.0,3752
preplanner/needs_planning,0.0,0.0,0.0,3752
preplanner/calculate_access_opportunities,0.759,0.0,0.759,1
preplanner/_schedule_observations,2.233,0.0,2.233,1
preplanner/is_observation_path_valid,0.003,0.0,0.003,1
preplanner/_create_broadcast_path,0.018,0.0,0.018,1
preplanner/_schedule_broadcasts,1.376,0.0,1.376,1
preplanner/_schedule_maneuvers,16.709,0.0,16.709,1
preplanner/__schedule_periodic_replan,0.175,0.0,0.175,1
preplanner/generate_plan,23.052,0.0,23.052,1
replanner/compile_new_measurement_request_bids,0.0,0.003,0.0,3752
replanner/update_percepts,0.028,0.095,0.001,3752
replanner/check_request_completion,0.0,0.004,0.0,3752
replanner/check_request_end_time,0.0,0.0,0.0,3752
replanner/compare_bids,0.0,0.008,0.0,3752
replanner/consensus_phase,0.001,0.009,0.0,3752
replanner/is_observation_path_valid,0.005,0.033,0.001,268540
replanner/_get_available_requests,0.325,0.371,0.208,1458
replanner/needs_planning,1.433,9.727,0.0,3752
replanner/planning_phase,8.364,29.123,0.426,318
replanner/_schedule_observations,3.341,2.871,2.786,318
replanner/_schedule_maneuvers,2.292,2.356,1.391,318
replanner/_create_broadcast_path,0.046,0.096,0.019,343
replanner/_schedule_broadcasts,0.076,0.142,0.026,318
replanner/_schedule_waits,0.0,0.0,0.0,318
replanner/generate_plan,14.572,30.127,6.776,318
replanner/calc_imaging_time,0.115,0.116,0.088,58
