plan_index,t_plan,instrument,t_img
2,200.0,sar,280.0
2,200.0,sar,300.0
3,300.0,sar,300.0
3,300.0,sar,320.0
3,300.0,sar,330.0
3,300.0,sar,340.0
4,400.0,sar,500.0
5,500.0,sar,500.0
5,500.0,sar,510.0
5,500.0,sar,520.0
5,500.0,sar,560.0
5,500.0,sar,580.0
5,500.0,sar,590.0
6,600.0,sar,630.0
6,600.0,sar,640.0
6,600.0,sar,650.0
6,600.0,sar,680.0
7,700.0,sar,750.0
7,700.0,sar,760.0
7,700.0,sar,780.0
7,700.0,sar,800.0
8,800.0,sar,800.0
8,800.0,sar,810.0
8,800.0,sar,820.0
8,800.0,sar,830.0
8,800.0,sar,840.0
8,800.0,sar,850.0
8,800.0,sar,860.0
8,800.0,sar,870.0
8,800.0,sar,880.0
8,800.0,sar,890.0
8,800.0,sar,900.0
9,860.0,sar,870.0
9,860.0,sar,880.0
9,860.0,sar,890.0
9,860.0,sar,900.0
10,900.0,sar,900.0
10,900.0,sar,910.0
10,900.0,sar,920.0
10,900.0,sar,930.0
10,900.0,sar,940.0
10,900.0,sar,950.0
10,900.0,sar,970.0
10,900.0,sar,980.0
10,900.0,sar,990.0
10,900.0,sar,1000.0
11,1000.0,sar,1000.0
11,1000.0,sar,1020.0
11,1000.0,sar,1030.0
11,1000.0,sar,1040.0
11,1000.0,sar,1050.0
11,1000.0,sar,1060.0
11,1000.0,sar,1070.0
13,1200.0,sar,1220.0
13,1200.0,sar,1240.0
15,1400.0,sar,1440.0
15,1400.0,sar,1460.0
15,1400.0,sar,1480.0
17,1600.0,sar,1640.0
17,1600.0,sar,1660.0
17,1600.0,sar,1680.0
17,1600.0,sar,1690.0
17,1600.0,sar,1700.0
18,1700.0,sar,1700.0
18,1700.0,sar,1710.0
18,1700.0,sar,1720.0
18,1700.0,sar,1750.0
18,1700.0,sar,1760.0
18,1700.0,sar,1770.0
18,1700.0,sar,1780.0
18,1700.0,sar,1790.0
18,1700.0,sar,1800.0
19,1800.0,sar,1800.0
19,1800.0,sar,1810.0
19,1800.0,sar,1820.0
19,1800.0,sar,1830.0
19,1800.0,sar,1850.0
19,1800.0,sar,1870.0
19,1800.0,sar,1880.0
19,1800.0,sar,1900.0
20,1900.0,sar,1900.0
20,1900.0,sar,1910.0
20,1900.0,sar,1990.0
20,1900.0,sar,2000.0
21,2000.0,sar,2000.0
21,2000.0,sar,2040.0
21,2000.0,sar,2050.0
21,2000.0,sar,2060.0
21,2000.0,sar,2070.0
21,2000.0,sar,2080.0
21,2000.0,sar,2100.0
22,2100.0,sar,2100.0
22,2100.0,sar,2110.0
22,2100.0,sar,2150.0
22,2100.0,sar,2160.0
22,2100.0,sar,2190.0
23,2200.0,sar,2230.0
23,2200.0,sar,2240.0
23,2200.0,sar,2300.0
24,2300.0,sar,2300.0
24,2300.0,sar,2330.0
24,2300.0,sar,2380.0
24,2300.0,sar,2390.0
24,2300.0,sar,2400.0
25,2400.0,sar,2400.0
25,2400.0,sar,2490.0
65,6400.0,sar,6450.0
66,6500.0,sar,6530.0
66,6500.0,sar,6570.0
66,6500.0,sar,6580.0
67,6600.0,sar,6620.0
67,6600.0,sar,6640.0
67,6600.0,sar,6680.0
67,6600.0,sar,6700.0
68,6700.0,sar,6700.0
68,6700.0,sar,6750.0
68,6700.0,sar,6790.0
68,6700.0,sar,6800.0
69,6800.0,sar,6800.0
69,6800.0,sar,6810.0
69,6800.0,sar,6840.0
69,6800.0,sar,6860.0
69,6800.0,sar,6870.0
69,6800.0,sar,6880.0
69,6800.0,sar,6890.0
69,6800.0,sar,6900.0
70,6880.0,sar,6890.0
70,6880.0,sar,6900.0
71,6900.0,sar,6900.0
71,6900.0,sar,6910.0
71,6900.0,sar,6920.0
71,6900.0,sar,6930.0
71,6900.0,sar,6940.0
71,6900.0,sar,6950.0
71,6900.0,sar,6970.0
71,6900.0,sar,6990.0
72,7000.0,sar,7090.0
72,7000.0,sar,7100.0
73,7100.0,sar,7100.0
73,7100.0,sar,7110.0
73,7100.0,sar,7120.0
73,7100.0,sar,7130.0
73,7100.0,sar,7140.0
73,7100.0,sar,7160.0
75,7300.0,sar,7320.0
75,7300.0,sar,7330.0
77,7500.0,sar,7540.0
77,7500.0,sar,7560.0
77,7500.0,sar,7570.0
79,7700.0,sar,7740.0
79,7700.0,sar,7760.0
79,7700.0,sar,7780.0
79,7700.0,sar,7790.0
80,7800.0,sar,7820.0
80,7800.0,sar,7840.0
80,7800.0,sar,7850.0
80,7800.0,sar,7860.0
80,7800.0,sar,7890.0
81,7900.0,sar,7930.0
81,7900.0,sar,7940.0
81,7900.0,sar,7990.0
82,8000.0,sar,8010.0
82,8000.0,sar,8040.0
82,8000.0,sar,8080.0
82,8000.0,sar,8090.0
83,8100.0,sar,8110.0
83,8100.0,sar,8120.0
83,8100.0,sar,8130.0
83,8100.0,sar,8150.0
83,8100.0,sar,8200.0
84,8200.0,sar,8200.0
84,8200.0,sar,8220.0
84,8200.0,sar,8230.0
85,8300.0,sar,8330.0
85,8300.0,sar,8350.0
86,8400.0,sar,8440.0
86,8400.0,sar,8450.0
87,8500.0,sar,8580.0
89,8600.0,sar,8650.0
89,8600.0,sar,8680.0
90,8700.0,sar,8730.0
90,8700.0,sar,8750.0
90,8700.0,sar,8760.0
91,8800.0,sar,8890.0
92,8900.0,sar,8900.0
94,9100.0,sar,9170.0
95,9200.0,sar,9230.0
130,12700.0,sar,12740.0
130,12700.0,sar,12750.0
130,12700.0,sar,12760.0
130,12700.0,sar,12780.0
130,12700.0,sar,12790.0
131,12800.0,sar,12820.0
131,12800.0,sar,12830.0
131,12800.0,sar,12860.0
131,12800.0,sar,12890.0
131,12800.0,sar,12900.0
132,12900.0,sar,12900.0
132,12900.0,sar,12910.0
132,12900.0,sar,12940.0
132,12900.0,sar,12950.0
132,12900.0,sar,12960.0
132,12900.0,sar,12980.0
132,12900.0,sar,12990.0
132,12900.0,sar,13000.0
133,13000.0,sar,13000.0
133,13000.0,sar,13020.0
133,13000.0,sar,13030.0
133,13000.0,sar,13040.0
133,13000.0,sar,13050.0
133,13000.0,sar,13060.0
133,13000.0,sar,13080.0
133,13000.0,sar,13090.0
133,13000.0,sar,13100.0
134,13100.0,sar,13100.0
134,13100.0,sar,13110.0
134,13100.0,sar,13120.0
134,13100.0,sar,13130.0
134,13100.0,sar,13160.0
134,13100.0,sar,13170.0
134,13100.0,sar,13180.0
134,13100.0,sar,13190.0
134,13100.0,sar,13200.0
135,13100.0,sar,13110.0
135,13100.0,sar,13120.0
135,13100.0,sar,13130.0
135,13100.0,sar,13160.0
135,13100.0,sar,13170.0
135,13100.0,sar,13180.0
135,13100.0,sar,13190.0
135,13100.0,sar,13200.0
136,13200.0,sar,13200.0
136,13200.0,sar,13210.0
136,13200.0,sar,13230.0
136,13200.0,sar,13240.0
136,13200.0,sar,13250.0
136,13200.0,sar,13270.0
136,13200.0,sar,13280.0
136,13200.0,sar,13290.0
137,13300.0,sar,13400.0
138,13400.0,sar,13400.0
138,13400.0,sar,13410.0
142,13800.0,sar,13820.0
142,13800.0,sar,13830.0
142,13800.0,sar,13840.0
142,13800.0,sar,13850.0
143,13900.0,sar,14000.0
144,14000.0,sar,14000.0
144,14000.0,sar,14010.0
144,14000.0,sar,14050.0
145,14100.0,sar,14180.0
145,14100.0,sar,14190.0
150,14500.0,sar,14590.0
150,14500.0,sar,14600.0
151,14600.0,sar,14600.0
151,14600.0,sar,14630.0
151,14600.0,sar,14650.0
151,14600.0,sar,14690.0
153,14800.0,sar,14840.0
153,14800.0,sar,14860.0
155,15000.0,sar,15040.0
156,15100.0,sar,15130.0
156,15100.0,sar,15200.0
157,15200.0,sar,15200.0
157,15200.0,sar,15210.0
158,15300.0,sar,15320.0
158,15300.0,sar,15350.0
174,16900.0,sar,16980.0
174,16900.0,sar,16990.0
174,16900.0,sar,17000.0
175,17000.0,sar,17000.0
175,17000.0,sar,17010.0
175,17000.0,sar,17020.0
175,17000.0,sar,17030.0
193,18800.0,sar,18880.0
193,18800.0,sar,18900.0
194,18900.0,sar,18900.0
194,18900.0,sar,18910.0
194,18900.0,sar,18920.0
194,18900.0,sar,18930.0
194,18900.0,sar,18950.0
195,19000.0,sar,19020.0
195,19000.0,sar,19030.0
195,19000.0,sar,19040.0
195,19000.0,sar,19060.0
195,19000.0,sar,19080.0
195,19000.0,sar,19090.0
196,19100.0,sar,19110.0
196,19100.0,sar,19120.0
