routine,t_avg,t_std,t_med,n
check_action_statuses,0.002,0.015,0.0,4378
update_state,0.0,0.0,0.0,4378
sense_environment,0.159,0.088,0.154,4377
update_state_environment,0.002,0.014,0.0,4377
get_environment_broadcasts,0.01,0.026,0.0,4377
get_agent_broadcasts,0.06,0.097,0.0,4377
sense,0.234,0.133,0.216,4377
think,0.223,0.286,0.1,4377
perform_wait_for_messages,0.103,0.127,0.058,2994
do,0.108,0.118,0.075,4377
perform_broadcast,0.005,0.019,0.0,1527
perform_state_change,0.068,0.067,0.041,814
perform_observation,0.135,0.085,0.119,1165
