routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.001,0.007,0.0,1643
__check_action_completion,0.0,0.0,0.0,1643
preplanner/__get_new_requests,0.0,0.0,0.0,1643
preplanner/__update_performed_requests,0.0,0.0,0.0,1643
preplanner/_update_access_times,0.014,0.566,0.0,1643
preplanner/needs_planning,0.0,0.0,0.0,1643
preplanner/_get_available_requests,0.001,0.0,0.001,1
preplanner/_schedule_measurements,367.156,0.0,367.156,1
preplanner/_schedule_broadcasts,0.019,0.0,0.019,2
preplanner/_schedule_maneuvers,4.501,0.0,4.501,1
preplanner/__schedule_periodic_replan,0.355,0.0,0.355,1
preplanner/generate_plan,377.612,0.0,377.612,1
replanner/__get_new_requests,0.0,0.0,0.0,1643
replanner/__update_performed_requests,0.0,0.0,0.0,1643
replanner/_update_access_times,0.004,0.096,0.0,1643
replanner/_schedule_measurements,3.725,8.107,0.945,9
replanner/_schedule_broadcasts,0.016,0.001,0.016,18
replanner/_schedule_maneuvers,1.088,0.786,0.885,9
