routine,t_avg,t_std,t_med,n
ENVIRONMENT_wait,-1.0,0.0,-1.0,0
vis_sat_0_0_wait,0.811,0.645,0.364,2771
therm_sat_0_0_wait,0.815,0.646,0.365,2771
sar_sat_0_0_wait,0.815,0.646,0.361,2771
vis_sat_0_1_wait,0.818,0.647,0.363,2771
therm_sat_0_1_wait,0.816,0.649,0.362,2771
sar_sat_0_1_wait,0.813,0.644,0.366,2771
vis_sat_0_2_wait,0.812,0.642,0.364,2771
therm_sat_0_2_wait,0.817,0.65,0.363,2771
clock_wait,0.892,0.678,0.506,2771
sim_runtime,2472.285,0.0,2472.285,1
