routine,t_avg,t_std,t_med,n
check_action_statuses,0.005,0.02,0.0,1456
update_state,0.0,0.0,0.0,1456
sense_environment,0.287,0.225,0.248,1455
update_state_environment,0.005,0.023,0.0,1455
get_environment_broadcasts,0.0,0.0,0.0,1455
get_agent_broadcasts,0.0,0.008,0.0,1455
sense,0.298,0.236,0.253,1455
think,0.507,1.537,0.239,1455
perform_broadcast,0.02,0.049,0.0,632
do,0.179,0.304,0.081,1455
perform_wait_for_messages,0.218,0.324,0.143,1114
perform_state_change,0.25,0.362,0.181,811
perform_measurement,0.106,0.078,0.072,35
