routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.008,0.064,0.0,5855
__check_action_completion,0.0,0.002,0.0,5855
preplanner/update_percepts,0.001,0.008,0.0,5855
preplanner/needs_planning,0.0,0.0,0.0,5855
preplanner/calculate_access_times,0.508,0.0,0.508,1
preplanner/_schedule_observations,1.308,0.0,1.308,1
preplanner/is_observation_path_valid,0.003,0.0,0.003,1
preplanner/_schedule_broadcasts,108.151,0.0,108.151,1
preplanner/_schedule_maneuvers,0.97,0.0,0.97,1
preplanner/__schedule_periodic_replan,0.508,0.0,0.508,1
preplanner/generate_plan,111.366,0.0,111.366,1
replanner/compile_new_measurement_request_bids,0.0,0.001,0.0,5855
replanner/update_percepts,0.013,0.059,0.001,5855
replanner/check_request_completion,0.0,0.001,0.0,5855
replanner/check_request_end_time,0.0,0.001,0.0,5855
replanner/compare_bids,0.0,0.001,0.0,5855
replanner/consensus_phase,0.0,0.002,0.0,5855
replanner/is_observation_path_valid,0.005,0.042,0.001,300523
replanner/needs_planning,0.029,0.112,0.0,5855
replanner/_get_available_requests,0.329,0.551,0.14,1439
replanner/planning_phase,4.636,15.257,0.549,380
replanner/_schedule_observations,3.275,3.042,2.328,380
replanner/_schedule_maneuvers,0.349,0.33,0.273,380
replanner/_schedule_broadcasts,0.056,0.17,0.015,380
replanner/_schedule_waits,0.0,0.0,0.0,380
replanner/generate_plan,8.419,15.868,4.389,380
replanner/calc_imaging_time,0.109,0.117,0.059,42
