routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.002,0.008,0.0,1091
__check_action_completion,0.0,0.0,0.0,1091
preplanner/update_percepts,0.0,0.0,0.0,1091
preplanner/needs_planning,0.0,0.0,0.0,1091
preplanner/calculate_access_times,0.195,0.0,0.195,1
preplanner/_schedule_observations,0.356,0.0,0.356,1
preplanner/is_observation_path_valid,0.001,0.0,0.001,1
preplanner/_schedule_broadcasts,2.565,0.0,2.565,1
preplanner/_schedule_maneuvers,0.043,0.0,0.043,1
preplanner/__schedule_periodic_replan,0.004,0.0,0.004,1
preplanner/generate_plan,2.974,0.0,2.974,1
replanner/needs_planning,0.0,0.0,0.0,1091
