routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.003,0.015,0.0,9084
__check_action_completion,0.0,0.0,0.0,9084
preplanner/update_percepts,0.001,0.005,0.0,9084
preplanner/needs_planning,0.0,0.0,0.0,9084
preplanner/calculate_access_times,0.414,0.0,0.414,1
preplanner/_schedule_observations,1.361,0.0,1.361,1
preplanner/is_observation_path_valid,0.003,0.0,0.003,1
preplanner/_schedule_broadcasts,18.634,0.0,18.634,1
preplanner/_schedule_maneuvers,0.66,0.0,0.66,1
preplanner/__schedule_periodic_replan,0.02,0.0,0.02,1
preplanner/generate_plan,20.72,0.0,20.72,1
replanner/compile_new_measurement_request_bids,0.0,0.001,0.0,9084
replanner/update_percepts,0.006,0.044,0.001,9084
replanner/check_request_completion,0.0,0.0,0.0,9084
replanner/check_request_end_time,0.0,0.0,0.0,9084
replanner/compare_bids,0.0,0.001,0.0,9084
replanner/consensus_phase,0.0,0.001,0.0,9084
replanner/is_observation_path_valid,0.004,0.034,0.001,472572
replanner/needs_planning,0.013,0.057,0.0,9084
replanner/_get_available_requests,0.3,0.548,0.11,1511
replanner/planning_phase,10.47,17.617,2.827,469
replanner/_schedule_observations,2.524,2.78,1.486,469
replanner/_schedule_maneuvers,0.324,0.369,0.255,469
replanner/_schedule_broadcasts,0.035,0.092,0.015,469
replanner/_schedule_waits,0.0,0.0,0.0,469
replanner/generate_plan,13.427,18.252,6.927,469
replanner/calc_imaging_time,0.065,0.091,0.019,247
