routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.0,0.0,64
update_state,0.0,0.0,0.0,64
sense_environment,0.042,0.019,0.042,63
update_state_environment,0.0,0.0,0.0,63
get_environment_broadcasts,0.001,0.003,0.0,63
get_agent_broadcasts,0.002,0.006,0.0,63
sense,0.045,0.019,0.043,63
think,0.027,0.018,0.025,63
perform_wait_for_messages,0.03,0.025,0.018,53
do,0.027,0.024,0.016,63
perform_state_change,0.028,0.021,0.019,10
perform_observation,0.01,0.007,0.006,8
perform_broadcast,0.011,0.005,0.011,2
