routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.011,0.043,0.0,7164
__check_action_completion,0.0,0.003,0.0,7164
preplanner/update_percepts,0.002,0.009,0.0,7164
preplanner/needs_planning,0.0,0.0,0.0,7164
preplanner/calculate_access_times,0.455,0.0,0.455,1
preplanner/_schedule_observations,4.041,0.0,4.041,1
preplanner/is_observation_path_valid,0.003,0.0,0.003,1
preplanner/_schedule_broadcasts,133.28,0.0,133.28,1
preplanner/_schedule_maneuvers,0.919,0.0,0.919,1
preplanner/__schedule_periodic_replan,0.641,0.0,0.641,1
preplanner/generate_plan,140.166,0.0,140.166,1
replanner/needs_planning,0.0,0.0,0.0,7164
