routine,t_avg,t_std,t_med,n
check_action_statuses,0.001,0.009,0.0,410
update_state,0.0,0.0,0.0,410
sense_environment,0.16,0.109,0.141,409
update_state_environment,0.002,0.016,0.0,409
get_environment_broadcasts,0.011,0.026,0.0,409
get_agent_broadcasts,0.08,0.18,0.0,409
sense,0.254,0.215,0.221,409
think,0.404,0.475,0.264,409
perform_wait_for_messages,0.1,0.193,0.05,271
do,0.108,0.168,0.074,409
perform_broadcast,0.005,0.02,0.0,183
perform_state_change,0.065,0.067,0.039,79
perform_observation,0.132,0.084,0.121,123
