routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.02,0.058,0.0,409
__check_action_completion,0.0,0.0,0.0,409
preplanner/update_percepts,0.0,0.004,0.0,409
preplanner/needs_planning,0.0,0.0,0.0,409
preplanner/calculate_access_opportunities,0.091,0.111,0.047,70
preplanner/_schedule_observations,0.192,0.241,0.103,70
preplanner/is_observation_path_valid,0.0,0.0,0.0,70
preplanner/_schedule_broadcasts,0.071,0.117,0.0,70
preplanner/_schedule_maneuvers,0.0,0.0,0.0,70
preplanner/__schedule_periodic_replan,0.001,0.003,0.0,70
preplanner/generate_plan,0.265,0.314,0.138,70
replanner/compile_new_measurement_request_bids,0.0,0.001,0.0,409
replanner/update_percepts,0.003,0.019,0.0,409
replanner/check_request_completion,0.0,0.0,0.0,409
replanner/check_request_end_time,0.0,0.0,0.0,409
replanner/compare_bids,0.0,0.0,0.0,409
replanner/consensus_phase,0.0,0.001,0.0,409
replanner/is_observation_path_valid,0.0,0.001,0.0,2146
replanner/_get_available_requests,0.168,0.198,0.12,384
replanner/needs_planning,0.143,0.167,0.11,409
replanner/planning_phase,0.977,1.524,0.336,12
replanner/_schedule_observations,0.0,0.0,0.0,12
replanner/_schedule_maneuvers,0.02,0.052,0.001,12
replanner/_schedule_broadcasts,0.102,0.182,0.025,12
replanner/_schedule_waits,0.0,0.0,0.0,12
replanner/generate_plan,1.101,1.497,0.531,12
replanner/calc_imaging_time,0.058,0.068,0.028,30
