routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.0,0.0,0.0,70
__check_action_completion,0.0,0.0,0.0,70
replanner/__get_new_requests,0.0,0.0,0.0,70
replanner/__update_performed_requests,0.0,0.0,0.0,70
replanner/_update_access_times,0.031,0.254,0.0,70
replanner/update_percepts,0.032,0.264,0.0,70
replanner/compile_external_plan_bids,0.0,0.0,0.0,70
replanner/compile_new_measurement_request_bids,0.0,0.0,0.0,70
replanner/check_request_completion,0.0,0.0,0.0,70
replanner/check_request_end_time,0.0,0.0,0.0,70
replanner/compare_bids,0.002,0.013,0.0,70
replanner/consensus_phase,0.002,0.013,0.0,70
replanner/needs_planning,0.05,0.031,0.055,70
replanner/calc_imaging_time,0.199,0.173,0.156,223
replanner/calc_path_bid,0.94,0.613,0.942,50
replanner/planning_phase,5.329,7.8,3.029,10
replanner/_schdule_measurements,0.003,0.008,0.0,12
replanner/_schedule_broadcasts,0.005,0.003,0.004,12
replanner/_schedule_maneuvers,0.053,0.036,0.048,12
replanner/_schedule_waits,0.0,0.0,0.0,12
replanner/_plan_from_path,0.062,0.044,0.053,12
replanner/generate_plan,4.503,7.413,2.099,12
