routine,t_avg,t_std,t_med,n
check_action_statuses,0.002,0.011,0.0,70
update_state,0.0,0.0,0.0,70
sense_environment,0.022,0.017,0.02,69
update_state_environment,0.0,0.0,0.0,69
get_environment_broadcasts,0.0,0.0,0.0,69
get_agent_broadcasts,0.0,0.0,0.0,69
sense,0.024,0.021,0.02,69
think,0.824,3.356,0.084,69
perform_broadcast,0.001,0.005,0.0,40
do,1.215,3.201,0.015,69
perform_wait_for_messages,1.705,3.688,0.017,49
perform_state_change,2.048,4.0,0.008,40
perform_measurement,0.021,0.006,0.018,9
