plan_index,t_plan,req_id,subtask_index,t_img,u_exp
0,0.0,45748857,0,121.861,0.111
0,0.0,4574885a,0,213.257,0.111
0,0.0,45748861,0,10906.591,0.097
1,0.0,45748857,0,121.861,0.111
1,0.0,4574885a,0,213.257,0.111
1,0.0,45748861,0,10906.591,0.097
2,121.861,4574885a,0,213.257,0.111
2,121.861,45748861,0,10906.591,0.097
2,121.861,45748853,0,12917.303,0.094
3,213.257,45748861,0,10906.591,0.097
3,213.257,45748853,0,12917.303,0.094
3,213.257,45748855,0,13100.095,0.094
4,10906.591,45748853,0,12917.303,0.094
4,10906.591,45748855,0,13100.095,0.094
4,10906.591,4574885f,0,36802.128,0.064
5,12917.303,45748855,0,13100.095,0.094
5,12917.303,4574885f,0,36802.128,0.064
5,12917.303,45748854,0,46429.175,0.051
6,13100.095,4574885f,0,36802.128,0.064
6,13100.095,45748854,0,46429.175,0.051
6,13100.095,4574885b,0,64312.328,0.028
7,36802.128,45748854,0,46429.175,0.051
7,36802.128,4574885b,0,64312.328,0.028
7,36802.128,4574885d,0,64342.793,0.028
8,46429.175,4574885b,0,64312.328,0.028
8,46429.175,4574885d,0,64342.793,0.028
9,64312.328,4574885d,0,64342.793,0.028
