routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.007,0.043,0.0,5827
__check_action_completion,0.0,0.0,0.0,5827
preplanner/update_percepts,0.002,0.015,0.0,5827
preplanner/needs_planning,0.0,0.0,0.0,5827
preplanner/calculate_access_times,0.765,0.0,0.765,1
preplanner/_schedule_observations,41.275,0.0,41.275,1
preplanner/is_observation_path_valid,0.003,0.0,0.003,1
preplanner/_schedule_broadcasts,101.324,0.0,101.324,1
preplanner/_schedule_maneuvers,0.805,0.0,0.805,1
preplanner/__schedule_periodic_replan,0.114,0.0,0.114,1
preplanner/generate_plan,144.62,0.0,144.62,1
replanner/compile_new_measurement_request_bids,0.0,0.002,0.0,5827
replanner/update_percepts,0.011,0.06,0.001,5827
replanner/check_request_completion,0.0,0.0,0.0,5827
replanner/check_request_end_time,0.0,0.0,0.0,5827
replanner/compare_bids,0.0,0.006,0.0,5827
replanner/consensus_phase,0.0,0.006,0.0,5827
replanner/is_observation_path_valid,0.004,0.042,0.001,375647
replanner/needs_planning,0.037,0.127,0.0,5827
replanner/_get_available_requests,0.354,0.489,0.19,1484
replanner/planning_phase,5.009,13.934,0.558,481
replanner/_schedule_observations,2.828,2.994,1.948,481
replanner/_schedule_maneuvers,0.313,0.361,0.236,481
replanner/_schedule_broadcasts,0.047,0.133,0.015,481
replanner/_schedule_waits,0.0,0.0,0.0,481
replanner/generate_plan,8.292,14.552,4.642,481
replanner/calc_imaging_time,0.109,0.137,0.037,112
