routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.022,0.059,0.0,3680
__check_action_completion,0.0,0.0,0.0,3680
preplanner/update_percepts,0.002,0.013,0.001,3680
preplanner/needs_planning,0.0,0.0,0.0,3680
preplanner/calculate_access_opportunities,0.246,0.0,0.246,1
preplanner/_schedule_observations,0.693,0.0,0.693,1
preplanner/is_observation_path_valid,0.003,0.0,0.003,1
preplanner/_create_broadcast_path,0.017,0.0,0.017,1
preplanner/_schedule_broadcasts,6.048,0.0,6.048,1
preplanner/_schedule_maneuvers,17.461,0.0,17.461,1
preplanner/__schedule_periodic_replan,0.043,0.0,0.043,1
preplanner/generate_plan,24.772,0.0,24.772,1
replanner/compile_new_measurement_request_bids,0.0,0.004,0.0,3680
replanner/update_percepts,0.027,0.087,0.001,3680
replanner/check_request_completion,0.0,0.003,0.0,3680
replanner/check_request_end_time,0.0,0.0,0.0,3680
replanner/compare_bids,0.0,0.008,0.0,3680
replanner/consensus_phase,0.001,0.008,0.0,3680
replanner/is_observation_path_valid,0.005,0.032,0.001,273605
replanner/_get_available_requests,0.451,0.565,0.325,1440
replanner/needs_planning,1.568,10.12,0.0,3680
replanner/planning_phase,12.243,35.583,0.591,299
replanner/_schedule_observations,3.09,2.877,2.257,299
replanner/_schedule_maneuvers,1.962,2.18,1.252,299
replanner/_create_broadcast_path,0.049,0.096,0.019,326
replanner/_schedule_broadcasts,0.082,0.156,0.026,299
replanner/_schedule_waits,0.0,0.0,0.0,299
replanner/generate_plan,17.9,36.796,5.527,299
replanner/calc_imaging_time,0.106,0.105,0.075,75
