routine,t_avg,t_std,t_med,n
sense,0.058,0.353,0.016,188
think,0.093,0.573,0.011,188
do,0.102,0.317,0.068,188
MANEUVER,0.058,0.005,0.058,84
TRAVEL,0.142,0.47,0.065,84
MESURE,0.012,0.001,0.012,84
WAIT_FOR_MSG,0.073,0.018,0.066,19
