routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.0,0.0,373
update_state,0.0,0.0,0.0,373
sense_environment,0.078,0.042,0.071,372
update_state_environment,0.0,0.0,0.0,372
get_environment_broadcasts,0.0,0.0,0.0,372
get_agent_broadcasts,0.0,0.0,0.0,372
sense,0.079,0.042,0.072,372
think,0.547,4.929,0.024,372
perform_state_change,0.274,3.082,0.097,305
do,0.26,2.797,0.048,372
perform_measurement,0.041,0.029,0.044,21
perform_wait_for_messages,0.068,0.104,0.052,179
perform_broadcast,0.0,0.0,0.0,2
