routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.003,0.03,0.0,9480
__check_action_completion,0.0,0.0,0.0,9480
preplanner/update_percepts,0.001,0.004,0.0,9480
preplanner/needs_planning,0.0,0.0,0.0,9480
preplanner/calculate_access_times,1.216,0.0,1.216,1
preplanner/_schedule_observations,23.127,0.0,23.127,1
preplanner/is_observation_path_valid,0.003,0.0,0.003,1
preplanner/_schedule_broadcasts,126.584,0.0,126.584,1
preplanner/_schedule_maneuvers,0.77,0.0,0.77,1
preplanner/__schedule_periodic_replan,0.045,0.0,0.045,1
preplanner/generate_plan,151.059,0.0,151.059,1
replanner/compile_new_measurement_request_bids,0.0,0.001,0.0,9480
replanner/update_percepts,0.005,0.032,0.001,9480
replanner/check_request_completion,0.0,0.001,0.0,9480
replanner/check_request_end_time,0.0,0.0,0.0,9480
replanner/compare_bids,0.0,0.001,0.0,9480
replanner/consensus_phase,0.0,0.001,0.0,9480
replanner/is_observation_path_valid,0.004,0.038,0.001,393053
replanner/needs_planning,0.011,0.049,0.0,9480
replanner/_get_available_requests,0.24,0.394,0.104,1438
replanner/planning_phase,7.621,16.587,0.82,443
replanner/_schedule_observations,2.764,2.72,1.934,443
replanner/_schedule_maneuvers,0.306,0.353,0.247,443
replanner/_schedule_broadcasts,0.043,0.116,0.015,443
replanner/_schedule_waits,0.0,0.0,0.0,443
replanner/generate_plan,10.813,17.146,6.092,443
replanner/calc_imaging_time,0.107,0.115,0.056,166
