Datametrics file based on GRID COVERAGE
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
Mission Duration [Days] is 1.0
time index,GP index,pnt-opt index,lat [deg],lon [deg],observation range [km],look angle [deg],incidence angle [deg],solar zenith [deg]
43,629,,24.0,-89.4,656.3,-13.46,14.83,nan
52,660,,29.4,-88.3,640.1,-1.78,1.96,nan
71,716,,39.6,-82.9,649.5,3.05,3.36,nan
117,847,,62.7,-56.5,708.6,16.18,17.95,nan
133,867,,66.0,-36.3,690.7,3.55,3.93,nan
144,881,,68.0,-20.6,708.9,9.79,10.88,nan
147,864,,65.7,-15.7,716.3,-11.72,13.03,nan
149,887,,68.3,-12.2,718.9,12.1,13.45,nan
151,863,,65.6,-9.8,717.9,-11.21,12.47,nan
159,862,,65.5,2.2,709.6,-2.87,3.19,nan
177,824,,59.3,20.8,754.2,-15.95,17.81,nan
187,805,,56.4,30.6,732.9,-5.75,6.41,nan
241,662,,29.8,54.3,769.3,-8.88,9.95,nan
244,657,,28.9,56.8,763.4,5.0,5.59,nan
253,628,,23.7,58.8,764.1,2.35,2.64,nan
255,618,,22.0,57.2,791.1,-14.17,15.91,nan
256,619,,22.0,58.7,766.3,-3.83,4.29,nan
268,583,,15.1,60.7,779.7,-9.57,10.73,nan
273,571,,12.9,62.4,770.2,-3.56,3.99,nan
292,514,,2.9,67.4,778.9,7.93,8.89,nan
307,458,,-5.5,70.7,785.5,10.68,11.99,nan
374,282,,-41.0,87.8,763.6,10.84,12.13,65.89
383,263,,-45.6,91.0,750.9,7.7,8.61,62.67
396,235,,-52.2,97.2,736.7,3.32,3.7,58.06
398,223,,-53.5,97.3,735.4,-3.43,3.82,58.02
422,152,,-63.6,116.7,725.8,-8.31,9.25,50.77
432,141,,-65.1,131.0,712.9,4.9,5.45,46.8
447,121,,-68.1,151.2,711.0,-10.09,11.2,45.55
450,137,,-65.5,155.6,716.6,12.88,14.31,42.65
457,135,,-65.7,165.9,694.3,5.03,5.58,42.73
466,142,,-64.9,178.4,688.4,-5.66,6.28,43.3
474,157,,-62.3,-172.3,681.0,-4.4,4.87,43.2
477,161,,-61.7,-167.8,692.4,-11.62,12.87,44.15
480,171,,-60.2,-165.7,680.6,-7.29,8.07,43.86
495,218,,-53.6,-154.8,667.9,-5.64,6.23,45.5
528,307,,-36.6,-140.1,647.5,-4.32,4.76,53.83
541,348,,-28.9,-137.2,643.7,6.08,6.69,57.64
549,362,,-24.2,-136.2,664.2,15.75,17.37,59.78
622,592,,16.4,-119.1,632.7,-1.36,1.49,nan
643,650,,27.8,-112.3,664.6,-15.17,16.74,nan
649,668,,31.8,-112.8,643.8,4.64,5.11,nan
651,672,,32.0,-110.2,664.5,-14.12,15.57,nan
672,746,,45.0,-106.4,688.2,17.51,19.37,nan
682,765,,49.5,-101.3,673.8,11.5,12.7,nan
706,818,,58.4,-81.7,698.1,-14.1,15.63,nan
706,832,,60.4,-84.4,683.0,8.47,9.37,nan
715,846,,62.5,-73.4,684.2,-5.06,5.6,nan
717,843,,62.2,-70.4,704.3,-13.51,14.99,nan
722,865,,65.8,-66.6,696.5,9.29,10.3,nan
727,873,,67.0,-59.8,702.8,10.39,11.52,nan
743,867,,66.0,-36.3,710.6,-8.42,9.36,nan
