stat_name,val
t_start,2020-01-01 00:00:00+00:00
t_end,2020-01-02 00:00:00+00:00
n_events,790
n_events_detected,32
n_events_obs,28
n_reqs_total,158
n_reqs_init,101
n_reqs_gen,57
n_obs_unique_max,427
n_obs_unique_pos,358
n_obs_unique,351
n_obs_co,100
n_obs,703
u_max,373.1890651390677
u_total,110.59224630825234
u_norm,0.296343748086618
t_runtime,1741.8497877799964
