routine,t_avg,t_std,t_med,n
check_action_statuses,0.006,0.038,0.0,990
update_state,0.0,0.0,0.0,990
sense_environment,0.189,0.152,0.164,989
update_state_environment,0.003,0.028,0.0,989
get_environment_broadcasts,0.009,0.021,0.0,989
get_agent_broadcasts,0.089,0.176,0.0,989
sense,0.296,0.251,0.231,989
think,0.587,0.745,0.38,989
perform_broadcast,0.007,0.027,0.0,429
do,0.158,0.58,0.081,989
perform_wait_for_messages,0.17,0.707,0.066,652
perform_state_change,0.112,0.114,0.076,179
perform_observation,0.168,0.128,0.14,250
