routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.00021,0.00293,2e-05,16466
__check_action_completion,6e-05,1e-05,6e-05,16466
preplanner/update_percepts,0.0001,4e-05,9e-05,16466
preplanner/needs_planning,0.0,0.0,0.0,16466
preplanner/calculate_access_opportunities,0.06886,0.0,0.06886,1
preplanner/_schedule_observations,1.3954,0.0,1.3954,1
preplanner/is_observation_path_valid,0.001,0.0,0.001,1
preplanner/_create_broadcast_path,0.04917,0.0,0.04917,1
preplanner/_schedule_broadcasts,1.66013,0.0,1.66013,1
preplanner/_schedule_maneuvers,2.52988,0.0,2.52988,1
preplanner/__schedule_periodic_replan,0.01358,0.0,0.01358,1
preplanner/generate_plan,5.62133,0.0,5.62133,1
replanner/compile_new_measurement_request_bids,6e-05,3e-05,6e-05,16466
replanner/update_percepts,0.00061,0.00425,0.00035,16466
replanner/check_request_completion,0.21145,0.25939,0.1461,16466
replanner/check_request_end_time,0.0,0.0,0.0,16466
replanner/compare_bids,0.15784,0.27663,0.06607,16466
replanner/consensus_phase,0.36932,0.45112,0.28881,16466
replanner/needs_planning,0.36937,0.4511,0.28883,16466
replanner/_get_available_requests,0.00266,0.0085,0.00106,501
replanner/_generate_bids_from_request,1e-05,0.0,1e-05,140
replanner/_get_matching_request,1e-05,1e-05,1e-05,21251
replanner/_can_bid,0.0,0.0,0.0,18151
replanner/_can_access,0.00328,0.01009,0.00127,321
replanner/planning_phase,0.00689,0.01632,0.00224,120
replanner/is_observation_path_valid,0.001,0.00671,0.0003,37189
replanner/merge_plans,0.33536,0.32876,0.23146,120
replanner/_schedule_observations,0.33536,0.32876,0.23146,120
replanner/_schedule_maneuvers,2.6628,2.37996,2.04411,120
replanner/_create_broadcast_path,0.11032,0.07897,0.09244,121
replanner/_schedule_broadcasts,0.1178,0.09415,0.10064,120
replanner/_schedule_waits,0.0,0.0,0.0,120
replanner/generate_plan,3.13733,2.54428,2.42252,120
