routine,t_avg,t_std,t_med,n
__check_action_completion,0.0,0.0,0.0,970
_wait_for_messages,0.0,0.0,0.0,970
_preplan,1.698,0.0,1.698,1
_get_next_actions,0.001,0.006,0.0,970
_replan,0.682,0.535,0.529,43
preplanner/__get_new_requests,0.0,0.0,0.0,970
preplanner/__update_performed_requests,0.0,0.0,0.0,970
preplanner/_calc_arrival_times,0.301,0.108,0.28,101
preplanner/__update_access_times,0.031,0.976,0.0,970
preplanner/needs_initialized_plan,0.031,0.976,0.0,970
preplanner/_get_available_requests,0.0,0.0,0.0,1
preplanner/_plan_from_path,0.558,0.0,0.558,1
preplanner/initialize_plan,1.698,0.0,1.698,1
replanner/__update_known_requests,0.168,0.211,0.08,970
replanner/__update_performed_requests,0.0,0.002,0.0,970
replanner/_calc_arrival_times,0.414,0.175,0.393,126
replanner/__update_access_times,0.057,1.359,0.001,970
replanner/needs_replanning,0.568,1.523,0.26,970
replanner/_get_available_requests,0.001,0.004,0.0,43
replanner/_plan_from_path,0.153,0.103,0.128,43
