Contacts between Entity1 with id imaging_sat_0_1 with Entity2 with id imaging_sat_1_0
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
start index,end index
0,72
261,369
558,665
854,961
1151,1258
1447,1554
1743,1851
2040,2147
2336,2444
2633,2740
2929,3037
3226,3333
3522,3630
3819,3926
4115,4222
