ID,Requester,lat [deg],lon [deg],Severity,t start,t end,t corr,Measurment Types
bd7abfe2-6fd3-11ef-92d3-0a77b0016733,vis_sat_0_0,-37.8,83.80000000000001,9.719686481802423,3660.0,5034.08593998415,1374.0859399841502,['thermal']
3b7e6c76-6fd5-11ef-92d3-0a77b0016733,therm_sat_2_0,-11.799999999999995,113.5,41.076583562159385,4990.0,6188.89605387944,1198.89605387944,['sar']
8e3e7db6-6fd5-11ef-92d3-0a77b0016733,vis_sat_0_2,-44.7,82.30000000000001,15.45745551377211,5260.0,8544.227701415382,3284.2277014153824,['thermal']
9024dc64-6fd6-11ef-92d3-0a77b0016733,sar_sat_1_1,-53.2,-152.5,26.454108719149627,6180.0,8602.462063181512,2422.4620631815123,['visual']
b1a3583e-6fd6-11ef-92d3-0a77b0016733,vis_sat_1_0,18.10000000000001,1.5,55.232958351027214,6240.0,7941.6632294495685,1701.6632294495685,['sar']
bf9f5374-6fd7-11ef-92d3-0a77b0016733,vis_sat_0_1,-30.4,63.60000000000002,84.10851887363219,7240.0,7944.311795978094,704.3117959780939,['thermal']
1197ab9e-6fd9-11ef-92d3-0a77b0016733,vis_sat_0_1,-54.5,-171.5,68.17725523647685,8650.0,9810.450934313081,1160.4509343130812,['sar']
4e50a914-6fd9-11ef-92d3-0a77b0016733,sar_sat_2_0,-65.1,-2.1999999999999886,29.815135518115778,8820.0,11752.055562362119,2932.0555623621185,['visual']
c4ac9c26-6fd9-11ef-92d3-0a77b0016733,vis_sat_0_2,58.400000000000006,-2.0,85.60476544020071,9230.0,11888.038760104591,2658.0387601045913,['thermal']
fe81644a-6fd9-11ef-92d3-0a77b0016733,sar_sat_2_0,-55.1,62.20000000000002,2.02211115079588,9370.0,9981.947003689875,611.9470036898747,['visual']
2eff0f28-6fda-11ef-92d3-0a77b0016733,sar_sat_2_0,-50.6,66.70000000000002,75.76149228186935,9450.0,10717.406244003749,1267.4062440037487,['thermal']
4baac1ca-6fdb-11ef-92d3-0a77b0016733,vis_sat_0_0,-67.0,121.2,69.00556992110594,10360.0,12852.78318412736,2492.78318412736,['sar']
242dfd96-6fdc-11ef-92d3-0a77b0016733,sar_sat_1_1,-3.799999999999997,154.20000000000005,30.00727215862373,11170.0,12412.113869160858,1242.1138691608576,['thermal']
