routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.0,0.001,0.0,1563
__check_action_completion,0.0,0.011,0.0,1563
replanner/__get_new_requests,0.0,0.0,0.0,1563
replanner/__update_performed_requests,0.0,0.0,0.0,1563
replanner/_update_access_times,0.02,0.715,0.0,1563
replanner/update_percepts,0.021,0.715,0.0,1563
replanner/compile_external_plan_bids,0.0,0.0,0.0,1563
replanner/compile_new_measurement_request_bids,0.001,0.001,0.001,1563
replanner/check_request_completion,0.0,0.0,0.0,1563
replanner/check_request_end_time,0.0,0.0,0.0,1563
replanner/compare_bids,0.005,0.095,0.0,1563
replanner/consensus_phase,0.005,0.096,0.0,1563
replanner/needs_planning,0.051,0.105,0.031,1563
replanner/calc_imaging_time,0.015,0.032,0.01,2906
replanner/calc_path_bid,0.029,0.058,0.02,2906
replanner/planning_phase,1.776,4.097,1.284,84
replanner/_schdule_measurements,0.004,0.021,0.0,84
replanner/_schedule_broadcasts,0.043,0.079,0.033,84
replanner/_schedule_maneuvers,0.017,0.041,0.01,84
replanner/_plan_from_path,0.069,0.143,0.043,84
replanner/generate_plan,1.845,4.151,1.328,84
