t_update,grid_index,GP index,lat [deg],log [deg],instrument,reward,n_observations,n_events
150.0,0,535,8.4,-96.8,visual,1.0,1,0
150.0,0,535,8.4,-96.8,visual,1.0833333333333333,0,0
250.0,0,840,64.0,25.30000000000001,thermal,1.0,1,0
250.0,0,840,64.0,25.30000000000001,thermal,1.1388888888888888,0,0
700.0,0,295,-37.8,96.1,sar,1.0,1,0
700.0,0,295,-37.8,96.1,sar,1.3888888888888888,0,0
1100.0,0,608,22.60000000000001,67.20000000000002,thermal,1.0,1,0
1100.0,0,608,22.60000000000001,67.20000000000002,thermal,1.6111111111111112,0,0
1120.0,0,804,58.4,-57.7,visual,1.0,1,0
1120.0,0,804,58.4,-57.7,visual,1.6222222222222222,0,0
1250.0,0,836,63.4,-45.6,visual,1.0,1,0
1250.0,0,836,63.4,-45.6,visual,1.6944444444444444,0,0
1410.0,0,127,-66.3,150.0,sar,1.0,1,0
1410.0,0,127,-66.3,150.0,sar,1.7833333333333332,0,0
1690.0,0,833,63.1,14.3,visual,1.0,1,0
1690.0,0,833,63.1,14.3,visual,1.9388888888888889,0,0
1930.0,0,361,-23.200000000000003,82.60000000000002,thermal,1.0,1,0
1930.0,0,361,-23.200000000000003,82.60000000000002,thermal,2.072222222222222,0,0
2230.0,0,714,41.8,-84.8,visual,1.0,1,0
2230.0,0,714,41.8,-84.8,visual,2.238888888888889,0,0
2450.0,0,225,-50.5,99.8,thermal,1.0,1,0
2450.0,0,225,-50.5,99.8,thermal,2.361111111111111,0,0
2460.0,0,335,-27.9,-125.2,sar,1.0,1,0
2460.0,0,335,-27.9,-125.2,sar,2.3666666666666667,0,0
2500.0,0,792,55.9,-72.1,visual,1.0,1,0
2500.0,0,792,55.9,-72.1,visual,2.388888888888889,0,0
2560.0,0,606,22.1,59.4,visual,1.0,1,0
2560.0,0,606,22.1,59.4,visual,2.4222222222222225,0,0
2600.0,0,375,-20.4,-121.0,sar,1.0,1,0
2600.0,0,375,-20.4,-121.0,sar,2.4444444444444446,0,0
2650.0,0,175,-58.1,115.2,thermal,1.0,1,0
2650.0,0,175,-58.1,115.2,thermal,2.4722222222222223,0,0
2960.0,0,867,68.3,-17.0,visual,1.0,1,0
2960.0,0,867,68.3,-17.0,visual,2.6444444444444444,0,0
3020.0,0,862,67.7,-7.8,visual,1.0,1,0
3020.0,0,862,67.7,-7.8,visual,2.677777777777778,0,0
3240.0,0,406,-14.4,74.2,visual,1.0,1,0
3240.0,0,406,-14.4,74.2,visual,2.8,0,0
3310.0,0,806,58.5,24.9,visual,1.0,1,0
3310.0,0,806,58.5,24.9,visual,2.8388888888888886,0,0
3410.0,0,623,25.8,-104.4,sar,1.0,1,0
3410.0,0,623,25.8,-104.4,sar,2.8944444444444444,0,0
3460.0,0,339,-27.2,77.3,visual,1.0,1,0
3460.0,0,339,-27.2,77.3,visual,2.9222222222222225,0,0
3550.0,0,743,46.7,37.8,visual,1.0,1,0
3550.0,0,743,46.7,37.8,visual,2.9722222222222223,0,0
3550.0,0,743,46.70000000000002,37.80000000000001,thermal,2.9722222222222223,0,0
3550.0,0,743,46.70000000000002,37.80000000000001,thermal,10.0,0,1
5180.0,0,704,40.30000000000001,-102.0,thermal,1.0,1,0
5180.0,0,704,40.30000000000001,-102.0,thermal,3.8777777777777778,0,0
5960.0,0,848,65.70000000000002,-30.799999999999983,thermal,1.0,1,0
5960.0,0,848,65.70000000000002,-30.799999999999983,thermal,4.311111111111111,0,0
6080.0,0,845,64.80000000000001,-13.799999999999985,thermal,1.0,1,0
6080.0,0,845,64.80000000000001,-13.799999999999985,thermal,4.377777777777778,0,0
6320.0,0,800,57.5,11.5,thermal,1.0,1,0
6320.0,0,800,57.5,11.5,thermal,4.511111111111111,0,0
7280.0,0,529,8.0,45.0,thermal,1.0,1,0
7280.0,0,529,8.0,45.0,thermal,5.044444444444444,0,0
8370.0,0,221,-50.6,73.30000000000001,thermal,1.0,1,0
8370.0,0,221,-50.6,73.30000000000001,thermal,5.65,0,0
8720.0,0,146,-63.1,103.90000000000003,thermal,1.0,1,0
8720.0,0,146,-63.1,103.90000000000003,thermal,5.844444444444444,0,0
9050.0,0,127,-66.3,150.0,thermal,1.0,1,0
9050.0,0,127,-66.3,150.0,thermal,6.027777777777778,0,0
