stat_name,val
Simulation Start Date,2020-01-01 00:00:00+00:00
Simulation End Date,2020-01-02 00:00:00+00:00
GPs Observed,2716
Observations,7274
Events,1000
Events Detected,91
Unique Event Observations,91
Total Event Observations,179
Events Co-observed,29
Events Partially Co-observed,0
Events Fully Co-observed,29
Total Event Co-observations,88
Total Runtime [s],3326.841
