routine,t_avg,t_std,t_med,n
__check_action_completion,0.0,0.0,0.0,155
_wait_for_messages,0.0,0.0,0.0,155
_preplan,0.02,0.014,0.015,4
_get_next_actions,0.0,0.0,0.0,155
preplanner/__get_new_requests,0.0,0.002,0.0,155
preplanner/__update_performed_requests,0.0,0.0,0.0,155
preplanner/_calc_arrival_times,0.161,0.05,0.161,1218
preplanner/__update_access_times,1.263,7.642,0.0,155
preplanner/needs_initialized_plan,1.263,7.642,0.0,155
preplanner/_get_available_requests,0.0,0.0,0.0,4
preplanner/_plan_from_path,0.009,0.005,0.008,4
preplanner/initialize_plan,0.015,0.009,0.013,4
