routine,t_avg,t_std,t_med,n
__check_action_completion,0.0,0.0,0.0,449
_wait_for_messages,0.0,0.0,0.0,449
_preplan,6.901,0.0,6.901,1
_get_next_actions,0.0,0.0,0.0,449
preplanner/__get_new_requests,0.0,0.0,0.0,449
preplanner/__update_performed_requests,0.0,0.0,0.0,449
preplanner/_calc_arrival_times,0.146,0.087,0.151,427
preplanner/__update_access_times,0.139,2.683,0.0,449
preplanner/needs_initialized_plan,0.139,2.683,0.0,449
preplanner/_get_available_requests,0.0,0.0,0.0,1
preplanner/_plan_from_path,4.991,0.0,4.991,1
preplanner/initialize_plan,6.722,0.0,6.722,1
