routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.002,0.012,0.0,5166
__check_action_completion,0.0,0.0,0.0,5166
preplanner/update_percepts,0.001,0.002,0.0,5166
preplanner/needs_planning,0.0,0.0,0.0,5166
preplanner/calculate_access_times,0.161,0.0,0.161,1
preplanner/_schedule_observations,0.615,0.0,0.615,1
preplanner/is_observation_path_valid,0.003,0.0,0.003,1
preplanner/_schedule_broadcasts,27.412,0.0,27.412,1
preplanner/_schedule_maneuvers,0.733,0.0,0.733,1
preplanner/__schedule_periodic_replan,0.22,0.0,0.22,1
preplanner/generate_plan,30.578,0.0,30.578,1
replanner/compile_new_measurement_request_bids,0.0,0.0,0.0,5166
replanner/update_percepts,0.005,0.022,0.001,5166
replanner/check_request_completion,0.0,0.0,0.0,5166
replanner/check_request_end_time,0.0,0.0,0.0,5166
replanner/compare_bids,0.0,0.0,0.0,5166
replanner/consensus_phase,0.0,0.0,0.0,5166
replanner/is_observation_path_valid,0.001,0.012,0.001,337804
replanner/needs_planning,0.009,0.025,0.0,5166
replanner/_get_available_requests,0.061,0.088,0.048,1351
replanner/planning_phase,2.4,3.706,1.153,376
replanner/_schedule_observations,0.726,1.287,0.457,376
replanner/_schedule_maneuvers,0.183,0.171,0.206,376
replanner/_schedule_broadcasts,0.008,0.01,0.007,376
replanner/_schedule_waits,0.0,0.0,0.0,376
replanner/generate_plan,3.334,4.133,1.648,376
replanner/calc_imaging_time,0.018,0.05,0.009,276
