routine,t_avg,t_std,t_med,n
check_action_statuses,0.003,0.009,0.0,2186
update_state,0.0,0.0,0.0,2186
sense_environment,0.85,0.446,0.871,2185
update_state_environment,0.002,0.009,0.0,2185
get_environment_broadcasts,0.0,0.002,0.0,2185
get_agent_broadcasts,0.0,0.003,0.0,2185
sense,0.855,0.449,0.874,2185
think,0.26,0.338,0.07,2185
perform_wait_for_messages,0.572,0.518,0.441,2168
do,0.573,0.517,0.445,2185
perform_state_change,0.774,0.427,0.839,18
perform_observation,0.7,0.363,0.706,16
perform_broadcast,0.0,0.0,0.0,1
