inc [deg],num sats,num planes,num planes [norm],ta phasing param,ta phasing angle [deg],time index,time [s],num components,n components [norm],lcc,lcc [norm]
98.0,8,8,1.0,0,0.0,0,0.0,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,1,0.8590907628291933,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,2,1.7181815256583866,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,3,2.57727228848758,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,4,3.436363051316773,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,5,4.295453814145967,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,6,5.15454457697516,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,7,6.0136353398043525,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,8,6.872726102633546,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,9,7.73181686546274,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,10,8.590907628291934,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,11,9.449998391121126,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,12,10.30908915395032,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,13,11.168179916779513,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,14,12.027270679608705,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,15,12.886361442437899,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,16,13.745452205267092,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,17,14.604542968096286,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,18,15.46363373092548,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,19,16.322724493754674,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,20,17.181815256583867,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,21,18.040906019413057,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,22,18.89999678224225,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,23,19.759087545071445,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,24,20.61817830790064,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,25,21.477269070729832,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,26,22.336359833559026,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,27,23.19545059638822,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,28,24.05454135921741,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,29,24.913632122046604,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,30,25.772722884875797,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,31,26.63181364770499,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,32,27.490904410534185,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,33,28.34999517336338,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,34,29.209085936192572,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,35,30.068176699021766,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,36,30.92726746185096,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,37,31.78635822468015,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,38,32.64544898750935,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,39,33.50453975033854,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,40,34.363630513167735,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,41,35.222721275996925,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,42,36.081812038826115,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,43,36.94090280165531,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,44,37.7999935644845,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,45,38.6590843273137,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,46,39.51817509014289,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,47,40.37726585297209,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,48,41.23635661580128,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,49,42.09544737863047,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,50,42.954538141459665,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,51,43.813628904288855,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,52,44.67271966711805,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,53,45.53181042994724,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,54,46.39090119277644,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,55,47.24999195560563,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,56,48.10908271843482,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,57,48.96817348126402,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,58,49.82726424409321,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,59,50.686355006922405,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,60,51.545445769751595,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,61,52.40453653258079,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,62,53.26362729540998,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,63,54.12271805823918,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,64,54.98180882106837,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,65,55.84089958389756,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,66,56.69999034672676,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,67,57.55908110955595,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,68,58.418171872385145,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,69,59.277262635214335,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,70,60.13635339804353,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,71,60.99544416087272,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,72,61.85453492370192,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,73,62.71362568653111,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,74,63.5727164493603,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,75,64.4318072121895,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,76,65.2908979750187,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,77,66.14998873784788,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,78,67.00907950067707,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,79,67.86817026350627,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,80,68.72726102633547,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,81,69.58635178916465,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,82,70.44544255199385,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,83,71.30453331482305,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,84,72.16362407765223,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,85,73.02271484048143,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,86,73.88180560331062,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,87,74.74089636613982,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,88,75.599987128969,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,89,76.4590778917982,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,90,77.3181686546274,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,91,78.17725941745658,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,92,79.03635018028578,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,93,79.89544094311498,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,94,80.75453170594417,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,95,81.61362246877336,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,96,82.47271323160255,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,97,83.33180399443175,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,98,84.19089475726093,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,99,85.04998552009013,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,100,85.90907628291933,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,101,86.76816704574853,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,102,87.62725780857771,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,103,88.48634857140691,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,104,89.3454393342361,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,105,90.20453009706529,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,106,91.06362085989448,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,107,91.92271162272368,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,108,92.78180238555288,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,109,93.64089314838206,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,110,94.49998391121126,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,111,95.35907467404046,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,112,96.21816543686964,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,113,97.07725619969884,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,114,97.93634696252803,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,115,98.79543772535723,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,116,99.65452848818641,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,117,100.51361925101561,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,118,101.37271001384481,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,119,102.231800776674,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,120,103.09089153950319,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,121,103.94998230233239,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,122,104.80907306516158,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,123,105.66816382799077,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,124,106.52725459081996,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,125,107.38634535364916,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,126,108.24543611647836,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,127,109.10452687930754,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,128,109.96361764213674,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,129,110.82270840496594,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,130,111.68179916779512,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,131,112.54088993062432,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,132,113.39998069345351,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,133,114.25907145628271,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,134,115.1181622191119,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,135,115.97725298194109,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,136,116.83634374477029,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,137,117.69543450759947,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,138,118.55452527042867,1,0.125,8,1.0
98.0,8,8,1.0,0,0.0,139,119.41361603325787,1,0.125,8,1.0
