routine,t_avg,t_std,t_med,n
check_action_statuses,0.003,0.02,0.0,1425
update_state,0.0,0.0,0.0,1425
sense_environment,0.235,0.12,0.226,1424
update_state_environment,0.004,0.024,0.0,1424
get_environment_broadcasts,0.0,0.0,0.0,1424
get_agent_broadcasts,0.0,0.0,0.0,1424
sense,0.243,0.125,0.233,1424
think,0.484,3.617,0.297,1424
perform_broadcast,0.012,0.034,0.001,48
do,0.222,0.211,0.175,1424
perform_wait_for_messages,0.219,0.208,0.173,1376
perform_state_change,0.223,0.21,0.176,1370
perform_measurement,0.186,0.232,0.126,47
