routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.0,0.0,0.0,79
__check_action_completion,0.001,0.006,0.0,79
replanner/__get_new_requests,0.0,0.0,0.0,79
replanner/__update_performed_requests,0.0,0.0,0.0,79
replanner/_update_access_times,0.003,0.026,0.0,79
replanner/update_percepts,0.003,0.026,0.0,79
replanner/compile_external_plan_bids,0.0,0.0,0.0,79
replanner/compile_new_measurement_request_bids,0.0,0.0,0.0,79
replanner/check_request_completion,0.0,0.0,0.0,79
replanner/check_request_end_time,0.0,0.0,0.0,79
replanner/compare_bids,0.001,0.007,0.0,79
replanner/consensus_phase,0.002,0.007,0.0,79
replanner/needs_planning,0.059,0.029,0.05,79
replanner/calc_imaging_time,0.17,0.173,0.133,580
replanner/calc_path_bid,0.873,0.514,0.834,119
replanner/planning_phase,7.538,10.222,3.75,15
replanner/_schdule_measurements,0.0,0.0,0.0,16
replanner/_schedule_broadcasts,0.004,0.0,0.004,16
replanner/_schedule_maneuvers,0.043,0.016,0.047,16
replanner/_schedule_waits,0.0,0.0,0.0,16
replanner/_plan_from_path,0.048,0.016,0.052,16
replanner/generate_plan,7.114,10.068,3.361,16
