routine,t_avg,t_std,t_med,n
ENVIRONMENT_wait,-1.0,0.0,-1.0,0
vis_sat_0_0_wait,1.411,1.853,1.594,15346
therm_sat_0_0_wait,1.423,1.856,1.61,15346
sar_sat_0_0_wait,1.422,1.851,1.605,15346
vis_sat_0_1_wait,1.413,1.857,1.588,15346
therm_sat_0_1_wait,1.42,1.857,1.6,15346
sar_sat_0_1_wait,1.435,1.849,1.608,15346
vis_sat_0_2_wait,1.446,1.847,1.621,15346
therm_sat_0_2_wait,1.405,1.851,1.584,15346
vis_sat_1_0_wait,1.427,1.85,1.607,15346
therm_sat_1_0_wait,1.455,1.84,1.625,15346
sar_sat_1_0_wait,1.445,1.845,1.614,15346
vis_sat_1_1_wait,1.451,1.845,1.621,15346
therm_sat_1_1_wait,1.433,1.846,1.611,15346
sar_sat_1_1_wait,1.454,1.844,1.621,15346
vis_sat_1_2_wait,1.459,1.841,1.625,15346
therm_sat_1_2_wait,1.452,1.845,1.62,15346
vis_sat_2_0_wait,1.451,1.843,1.622,15346
therm_sat_2_0_wait,1.46,1.844,1.623,15346
sar_sat_2_0_wait,1.447,1.844,1.617,15346
vis_sat_2_1_wait,1.455,1.841,1.62,15346
therm_sat_2_1_wait,1.456,1.843,1.623,15346
sar_sat_2_1_wait,1.45,1.847,1.62,15346
vis_sat_2_2_wait,1.447,1.846,1.614,15346
therm_sat_2_2_wait,1.454,1.847,1.622,15346
clock_wait,1.886,1.758,1.707,15346
sim_runtime,28942.617,0.0,28942.617,1
