routine,t_avg,t_std,t_med,n
check_action_statuses,0.001,0.011,0.0,158
update_state,0.0,0.0,0.0,158
sense_environment,0.166,0.098,0.163,157
update_state_environment,0.001,0.005,0.0,157
get_environment_broadcasts,0.0,0.0,0.0,157
get_agent_broadcasts,0.0,0.001,0.0,157
sense,0.169,0.098,0.172,157
think,0.899,6.599,0.086,157
perform_broadcast,0.032,0.078,0.001,8
do,0.148,0.513,0.074,157
perform_wait_for_messages,0.155,0.534,0.083,144
perform_state_change,0.163,0.58,0.075,122
perform_measurement,0.05,0.047,0.035,11
