routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.0,0.001,0.0,1017
__check_action_completion,0.0,0.0,0.0,1017
preplanner/__get_new_requests,0.0,0.0,0.0,1017
preplanner/__update_performed_requests,0.0,0.0,0.0,1017
preplanner/_update_access_times,0.032,1.005,0.0,1017
preplanner/needs_planning,0.0,0.0,0.0,1017
preplanner/_get_available_requests,0.0,0.0,0.0,1
preplanner/_schedule_measurements,0.891,0.0,0.891,1
preplanner/_schedule_broadcasts,0.019,0.0,0.019,2
preplanner/_schedule_maneuvers,1.045,0.0,1.045,1
preplanner/__schedule_periodic_replan,1.114,0.0,1.114,1
preplanner/generate_plan,4.014,0.0,4.014,1
replanner/__get_new_requests,0.0,0.0,0.0,1017
replanner/__update_performed_requests,0.0,0.0,0.0,1017
replanner/_update_access_times,0.024,0.757,0.0,1017
