routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.00021,0.00089,1e-05,390
__check_action_completion,6e-05,1e-05,5e-05,390
preplanner/update_percepts,2e-05,0.0,2e-05,390
preplanner/needs_planning,0.0,0.0,0.0,390
preplanner/calculate_access_opportunities,0.00029,5e-05,0.00029,173
preplanner/is_observation_path_valid,1e-05,1e-05,1e-05,466
preplanner/_schedule_observations,0.01891,0.01448,0.01226,173
preplanner/_schedule_broadcasts,1e-05,0.0,1e-05,173
preplanner/_schedule_maneuvers,0.00379,0.00469,0.00241,173
preplanner/__schedule_periodic_replan,7e-05,0.00012,4e-05,173
preplanner/generate_plan,0.02284,0.0152,0.017,173
preplanner/populate_adjacency_matrix,0.00027,0.00065,2e-05,82
replanner/compile_new_measurement_request_bids,0.0,0.0,0.0,390
replanner/update_percepts,6e-05,2e-05,6e-05,390
replanner/check_request_completion,0.00659,0.00732,0.00303,390
replanner/check_request_end_time,0.0,0.0,0.0,390
replanner/compare_bids,0.00377,0.00505,0.0019,390
replanner/consensus_phase,0.01037,0.00985,0.00574,390
replanner/needs_planning,0.01038,0.00985,0.00575,390
replanner/_get_available_requests,1e-05,0.0,1e-05,23
