Datametrics file based on GRID COVERAGE
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
Mission Duration [Days] is 1.0
time index,GP index,pnt-opt index,lat [deg],lon [deg],observation range [km],look angle [deg],incidence angle [deg],solar zenith [deg]
15,442,,-8.6,82.6,771.3,-3.46,3.87,nan
16,442,,-8.6,82.6,771.0,-3.19,3.58,nan
28,406,,-15.3,86.2,773.3,6.6,7.39,87.1
29,406,,-15.3,86.2,773.4,6.73,7.54,87.06
35,381,,-18.8,88.1,779.1,9.96,11.17,83.82
57,334,,-31.4,90.9,771.8,-10.13,11.35,76.21
88,259,,-47.5,102.0,751.4,-8.38,9.36,63.35
90,260,,-47.5,105.6,752.1,9.19,10.27,60.87
111,190,,-58.8,114.3,761.9,-16.31,18.23,55.95
114,194,,-58.3,119.6,727.2,3.63,4.05,53.09
115,191,,-58.8,120.4,725.8,2.7,3.01,52.81
128,141,,-65.1,131.0,745.7,-15.48,17.26,50.82
130,136,,-65.6,133.6,740.7,-14.58,16.25,50.19
142,121,,-68.1,151.2,729.7,-14.1,15.69,47.33
145,137,,-65.5,155.6,719.5,11.66,12.97,44.2
152,135,,-65.7,165.9,713.9,11.59,12.88,43.0
161,142,,-64.9,178.4,708.1,11.98,13.3,41.94
176,150,,-63.8,-160.3,704.4,-14.36,15.92,44.3
186,176,,-59.8,-149.5,704.1,-16.26,18.03,45.11
204,248,,-50.4,-139.7,661.4,2.2,2.43,46.05
233,317,,-35.7,-127.4,645.2,-2.05,2.26,54.22
322,581,,14.9,-108.5,646.1,11.56,12.72,nan
378,742,,44.4,-89.8,665.2,-9.87,10.89,nan
379,747,,45.3,-90.2,656.5,-3.72,4.1,nan
392,776,,51.4,-82.8,670.2,-8.06,8.91,nan
405,820,,58.6,-75.4,678.5,7.77,8.59,nan
412,843,,62.2,-70.4,708.9,16.51,18.32,nan
422,847,,62.7,-56.5,701.6,-12.29,13.63,nan
422,851,,63.3,-56.8,689.4,-6.98,7.73,nan
438,867,,66.0,-36.3,702.4,-7.6,8.43,nan
448,881,,68.0,-20.6,717.3,10.83,12.04,nan
452,864,,65.7,-15.7,711.0,-6.38,7.09,nan
456,863,,65.6,-9.8,709.3,-1.46,1.63,nan
464,862,,65.5,2.2,745.7,15.63,17.43,nan
466,844,,62.2,1.9,728.9,-10.07,11.21,nan
505,753,,46.7,30.7,746.9,-5.84,6.52,nan
512,729,,42.5,32.3,781.0,-16.12,18.07,nan
531,683,,33.9,41.7,759.1,4.68,5.24,nan
552,621,,22.1,45.7,771.0,-7.19,8.05,nan
566,576,,14.1,48.8,777.4,-8.5,9.53,nan
636,365,,-23.9,63.3,766.5,-4.79,5.37,81.71
691,231,,-52.6,81.0,762.4,-14.24,15.92,60.46
705,186,,-59.0,91.2,744.6,-11.87,13.24,55.17
708,178,,-59.8,94.4,731.1,-7.17,7.99,53.75
709,167,,-60.7,94.7,742.4,-12.09,13.49,53.86
719,154,,-63.5,105.7,719.6,-4.68,5.2,50.2
723,149,,-63.9,110.6,714.6,2.18,2.43,48.59
724,146,,-64.1,112.1,714.3,2.97,3.31,48.19
727,152,,-63.6,116.7,735.6,14.05,15.66,46.31
732,124,,-67.1,122.4,717.1,-8.98,9.98,47.38
738,141,,-65.1,131.0,730.8,15.08,16.79,43.83
740,136,,-65.6,133.6,718.7,11.98,13.32,43.84
751,121,,-68.1,151.2,718.0,-14.36,15.96,45.06
755,137,,-65.5,155.6,692.6,4.59,5.09,42.64
755,147,,-64.1,155.0,725.3,16.99,18.89,41.22
761,135,,-65.7,165.9,701.7,-11.65,12.92,44.0
765,155,,-63.1,167.8,687.9,6.65,7.36,42.01
807,266,,-44.9,-161.3,671.6,12.24,13.52,47.02
861,396,,-16.9,-142.2,652.9,-13.76,15.15,68.11
932,633,,24.6,-130.0,661.3,15.02,16.56,nan
984,783,,52.5,-110.8,680.9,12.74,14.09,nan
1003,823,,59.2,-94.4,682.2,-7.78,8.61,nan
1018,866,,65.9,-79.8,701.0,11.26,12.49,nan
1027,865,,65.8,-66.6,696.7,-5.78,6.41,nan
1030,882,,68.2,-62.8,715.7,13.12,14.57,nan
1030,883,,68.2,-62.5,715.4,13.03,14.48,nan
1032,873,,67.0,-59.8,696.9,1.88,2.09,nan
1048,867,,66.0,-36.3,709.0,2.22,2.47,nan
1063,834,,60.6,-19.4,743.1,-13.72,15.3,nan
1083,787,,52.8,-3.4,758.9,-14.13,15.79,nan
1120,696,,36.2,15.9,762.1,7.66,8.58,nan
1124,673,,32.6,14.7,778.9,-13.06,14.64,nan
1170,545,,8.1,25.4,792.6,-13.03,14.63,nan
1213,412,,-14.3,36.4,781.0,9.97,11.18,87.89
1219,391,,-17.7,37.5,775.3,8.23,9.22,85.37
1231,367,,-23.6,41.2,799.3,16.4,18.43,79.53
1234,357,,-25.5,41.5,782.7,12.56,14.08,78.5
1273,258,,-47.5,50.6,773.7,-15.34,17.18,64.73
1286,237,,-51.9,60.7,745.0,8.99,10.04,57.7
1331,129,,-66.5,105.7,704.0,3.3,3.67,45.2
1337,122,,-67.7,116.0,704.1,-7.01,7.79,45.01
1342,124,,-67.1,122.4,696.0,-3.59,3.98,44.08
1348,141,,-65.1,131.0,696.9,7.67,8.51,42.26
1350,136,,-65.6,133.6,688.9,1.81,2.01,42.96
1381,217,,-53.8,163.6,681.0,11.24,12.44,43.11
1385,228,,-53.1,168.4,667.9,-5.96,6.58,45.45
1386,224,,-53.4,170.2,689.8,-15.17,16.79,46.58
1420,320,,-35.0,-176.8,645.2,-3.12,3.44,54.32
1466,439,,-8.9,-166.4,635.4,7.04,7.73,71.77
1477,480,,-2.6,-164.4,638.3,9.26,10.19,76.43
1496,543,,7.6,-158.9,638.1,-8.79,9.67,86.27
1530,645,,27.1,-152.9,644.4,7.61,8.38,nan
1561,739,,44.2,-142.8,659.8,7.95,8.77,nan
1570,762,,48.6,-138.7,663.0,6.63,7.32,nan
1580,788,,52.9,-131.3,667.9,-5.58,6.16,nan
1591,819,,58.5,-124.7,675.1,5.4,5.97,nan
1628,866,,65.9,-79.8,710.6,-9.9,11.0,nan
1637,865,,65.8,-66.6,710.3,-6.24,6.93,nan
1639,882,,68.2,-62.8,745.3,17.45,19.46,nan
1641,873,,67.0,-59.8,721.8,10.4,11.57,nan
1645,851,,63.3,-56.8,745.1,-16.34,18.23,nan
1678,782,,52.4,-25.5,738.8,-5.76,6.42,nan
1679,782,,52.4,-25.5,739.4,-5.67,6.33,nan
1720,674,,32.7,-5.7,792.8,16.14,18.12,nan
1759,557,,10.5,0.1,780.2,-9.11,10.22,nan
1774,515,,3.1,5.4,787.9,11.35,12.74,nan
1785,475,,-3.9,4.4,800.8,-14.91,16.77,nan
1805,410,,-14.6,9.9,769.0,-2.84,3.18,89.41
1810,398,,-16.8,12.1,774.5,7.63,8.56,86.41
1835,337,,-31.0,15.6,776.2,-11.57,12.97,77.35
1879,221,,-53.5,33.0,749.8,-10.9,12.18,59.59
