Contacts between Entity1 with id imaging_sat_1_0 with Entity2 with id imaging_sat_2_0
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
start index,end index
122,212
424,503
715,805
1017,1096
1308,1398
1610,1689
1901,1991
2203,2282
2494,2584
2796,2875
3087,3177
3389,3469
3681,3770
3982,4062
4274,4320
