routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.0,0.0,3590
update_state,0.0,0.0,0.0,3590
sense_environment,0.041,0.02,0.038,3589
update_state_environment,0.0,0.001,0.0,3589
get_environment_broadcasts,0.001,0.003,0.0,3589
get_agent_broadcasts,0.0,0.001,0.0,3589
sense,0.043,0.019,0.039,3589
think,0.017,0.013,0.016,3589
perform_wait_for_messages,0.034,0.025,0.031,3178
do,0.032,0.025,0.027,3589
perform_state_change,0.028,0.018,0.023,432
perform_observation,0.017,0.014,0.01,402
perform_broadcast,0.0,0.0,0.0,9
