stat_name,val
Simulation Start Date,2020-01-01 00:00:00+00:00
Simulation End Date,2020-01-02 00:00:00+00:00
GPs Observed,700
Observations,1164
Events,1000
Events Detected,12
Unique Event Observations,12
Total Event Observations,19
Events Co-observed,7
Events Partially Co-observed,0
Events Fully Co-observed,7
Total Event Co-observations,7
Total Runtime [s],132.169
