routine,t_avg,t_std,t_med,n
__check_action_completion,0.0,0.0,0.0,153
_wait_for_messages,0.0,0.0,0.0,153
_preplan,0.025,0.028,0.01,4
_get_next_actions,0.0,0.0,0.0,153
preplanner/__get_new_requests,0.0,0.0,0.0,153
preplanner/__update_performed_requests,0.0,0.0,0.0,153
preplanner/_calc_arrival_times,0.221,0.073,0.215,390
preplanner/__update_access_times,0.564,3.459,0.0,153
preplanner/needs_initialized_plan,0.564,3.458,0.0,153
preplanner/_get_available_requests,0.0,0.0,0.0,4
preplanner/_plan_from_path,0.014,0.016,0.005,4
preplanner/initialize_plan,0.025,0.028,0.01,4
