routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.023,0.058,0.0,3540
__check_action_completion,0.0,0.001,0.0,3540
preplanner/update_percepts,0.002,0.011,0.001,3540
preplanner/needs_planning,0.0,0.001,0.0,3540
preplanner/calculate_access_opportunities,0.833,0.0,0.833,1
preplanner/_schedule_observations,1.563,0.0,1.563,1
preplanner/is_observation_path_valid,0.003,0.0,0.003,1
preplanner/_create_broadcast_path,0.018,0.0,0.018,1
preplanner/_schedule_broadcasts,1.519,0.0,1.519,1
preplanner/_schedule_maneuvers,5.112,0.0,5.112,1
preplanner/__schedule_periodic_replan,0.043,0.0,0.043,1
preplanner/generate_plan,9.053,0.0,9.053,1
replanner/needs_planning,0.0,0.0,0.0,3540
replanner/_create_broadcast_path,0.063,0.091,0.02,26
