routine,t_avg,t_std,t_med,n
check_action_statuses,0.003,0.018,0.0,3541
update_state,0.0,0.0,0.0,3541
sense_environment,0.174,0.097,0.165,3540
update_state_environment,0.003,0.016,0.0,3540
get_environment_broadcasts,0.013,0.026,0.0,3540
get_agent_broadcasts,0.065,0.096,0.0,3540
sense,0.258,0.13,0.241,3540
think,0.442,0.337,0.382,3540
perform_broadcast,0.005,0.018,0.0,1257
do,0.161,0.153,0.126,3540
perform_wait_for_messages,0.154,0.171,0.101,2283
perform_state_change,0.133,0.122,0.097,893
perform_observation,0.171,0.108,0.148,1230
