observer,t_img,lat,lon,range,look,incidence,zenith,instrument_name
sar_sat_0_0,610.0,34.205,-85.617,644.1,-2.2,2.42,,sar
sar_sat_0_0,610.0,34.174,-85.753,643.9,-1.46,1.6,,sar
vis_sat_0_0,610.0,34.205,-85.617,644.1,-2.2,2.42,,visual
vis_sat_0_0,610.0,34.174,-85.753,643.9,-1.46,1.6,,visual
vis_sat_0_0,620.0,35.002,-85.618,644.4,1.78,1.96,,visual
sar_sat_0_0,620.0,35.002,-85.618,644.4,1.78,1.96,,sar
sar_sat_0_0,800.0,44.582,-78.799,654.0,2.3,2.54,,sar
sar_sat_0_0,800.0,44.273,-78.749,653.8,-1.72,1.9,,sar
vis_sat_0_0,800.0,44.582,-78.799,654.0,2.3,2.54,,visual
vis_sat_0_0,800.0,44.273,-78.749,653.8,-1.72,1.9,,visual
vis_sat_0_0,820.0,45.416,-77.79,655.0,-1.98,2.19,,visual
sar_sat_0_0,820.0,45.416,-77.79,655.0,-1.98,2.19,,sar
vis_sat_0_0,850.0,47.147,-76.627,656.9,2.25,2.48,,visual
sar_sat_0_0,850.0,47.147,-76.627,656.9,2.25,2.48,,sar
sar_sat_0_0,860.0,47.178,-76.203,657.6,-2.4,2.64,,sar
sar_sat_0_0,860.0,47.311,-76.472,657.4,1.96,2.16,,sar
vis_sat_0_0,860.0,47.178,-76.203,657.6,-2.4,2.64,,visual
vis_sat_0_0,860.0,47.311,-76.472,657.4,1.96,2.16,,visual
vis_sat_0_0,900.0,49.348,-74.016,659.6,-1.38,1.52,,visual
vis_sat_0_0,900.0,49.198,-74.045,660.0,-2.31,2.55,,visual
vis_sat_0_0,900.0,49.281,-74.149,659.6,-1.31,1.45,,visual
sar_sat_0_0,900.0,49.348,-74.016,659.6,-1.38,1.52,,sar
sar_sat_0_0,900.0,49.198,-74.045,660.0,-2.31,2.55,,sar
sar_sat_0_0,900.0,49.281,-74.149,659.6,-1.31,1.45,,sar
vis_sat_0_0,940.0,51.293,-72.349,662.4,2.06,2.27,,visual
sar_sat_0_0,940.0,51.293,-72.349,662.4,2.06,2.27,,sar
vis_sat_0_0,970.0,52.877,-70.272,663.9,1.03,1.13,,visual
sar_sat_0_0,970.0,52.877,-70.272,663.9,1.03,1.13,,sar
vis_sat_0_0,990.0,53.948,-68.964,665.8,2.37,2.62,,visual
vis_sat_0_0,990.0,53.779,-68.733,665.4,-1.63,1.8,,visual
vis_sat_0_0,990.0,53.726,-68.609,665.7,-2.17,2.39,,visual
vis_sat_0_0,990.0,53.659,-68.763,665.3,-1.34,1.48,,visual
sar_sat_0_0,990.0,53.948,-68.964,665.8,2.37,2.62,,sar
sar_sat_0_0,990.0,53.779,-68.733,665.4,-1.63,1.8,,sar
sar_sat_0_0,990.0,53.726,-68.609,665.7,-2.17,2.39,,sar
sar_sat_0_0,990.0,53.659,-68.763,665.3,-1.34,1.48,,sar
sar_sat_0_0,1010.0,54.825,-67.749,666.9,2.06,2.28,,sar
vis_sat_0_0,1010.0,54.825,-67.749,666.9,2.06,2.28,,visual
vis_sat_0_0,1040.0,56.032,-65.493,668.6,0.92,1.02,,visual
sar_sat_0_0,1040.0,56.032,-65.493,668.6,0.92,1.02,,sar
vis_sat_0_0,1050.0,56.233,-64.726,669.4,-1.62,1.79,,visual
vis_sat_0_0,1050.0,56.428,-64.498,669.6,-1.93,2.13,,visual
sar_sat_0_0,1050.0,56.233,-64.726,669.4,-1.62,1.79,,sar
sar_sat_0_0,1050.0,56.428,-64.498,669.6,-1.93,2.13,,sar
sar_sat_0_0,1070.0,57.116,-62.962,671.1,-2.31,2.55,,sar
vis_sat_0_0,1070.0,57.116,-62.962,671.1,-2.31,2.55,,visual
sar_sat_0_0,1660.0,64.083,11.631,714.3,-2.08,2.32,,sar
vis_sat_0_0,1660.0,64.083,11.631,714.3,-2.08,2.32,,visual
sar_sat_0_0,1680.0,63.772,13.067,715.9,-2.29,2.55,,sar
vis_sat_0_0,1680.0,63.772,13.067,715.9,-2.29,2.55,,visual
vis_sat_0_0,1690.0,63.548,14.284,716.7,2.3,2.56,,visual
vis_sat_0_0,1690.0,63.374,14.384,716.3,-1.58,1.76,,visual
vis_sat_0_0,1690.0,63.304,14.467,716.3,-1.53,1.71,,visual
sar_sat_0_0,1690.0,63.548,14.284,716.7,2.3,2.56,,sar
sar_sat_0_0,1690.0,63.374,14.384,716.3,-1.58,1.76,,sar
sar_sat_0_0,1690.0,63.304,14.467,716.3,-1.53,1.71,,sar
vis_sat_0_0,1760.0,61.048,22.157,721.1,-0.7,0.78,,visual
sar_sat_0_0,1760.0,61.048,22.157,721.1,-0.7,0.78,,sar
vis_sat_0_0,1780.0,60.167,23.861,723.1,-2.21,2.46,,visual
sar_sat_0_0,1780.0,60.167,23.861,723.1,-2.21,2.46,,sar
vis_sat_0_0,1820.0,58.985,27.731,725.5,1.26,1.41,,visual
sar_sat_0_0,1820.0,58.985,27.731,725.5,1.26,1.41,,sar
sar_sat_0_0,1990.0,51.548,39.137,736.8,-1.03,1.15,,sar
vis_sat_0_0,1990.0,51.548,39.137,736.8,-1.03,1.15,,visual
vis_sat_0_0,2160.0,43.279,47.508,747.1,1.5,1.68,,visual
sar_sat_0_0,2160.0,43.279,47.508,747.1,1.5,1.68,,sar
therm_sat_0_0,3550.0,32.825,-98.962,642.8,-1.65,1.82,,thermal
therm_sat_0_0,3620.0,36.702,-96.927,645.8,0.52,0.57,,thermal
therm_sat_0_0,3660.0,39.112,-95.432,648.4,2.31,2.55,,thermal
therm_sat_0_0,3810.0,46.586,-89.549,656.3,1.41,1.55,,thermal
therm_sat_0_0,3870.0,49.79,-86.703,660.3,2.16,2.38,,thermal
therm_sat_0_0,3870.0,49.784,-86.548,660.0,1.38,1.52,,thermal
therm_sat_0_0,4030.0,57.138,-76.024,670.4,1.17,1.29,,thermal
therm_sat_0_0,4040.0,57.563,-75.648,671.2,1.53,1.69,,thermal
therm_sat_0_0,4050.0,57.914,-74.611,671.6,0.24,0.26,,thermal
therm_sat_0_0,4060.0,58.478,-73.681,672.6,1.77,1.96,,thermal
therm_sat_0_0,4070.0,58.721,-72.532,673.5,-2.11,2.33,,thermal
therm_sat_0_0,4100.0,59.706,-70.636,675.7,-2.23,2.47,,thermal
therm_sat_0_0,4270.0,65.237,-51.316,687.5,1.04,1.16,,thermal
therm_sat_0_0,4280.0,65.18,-50.234,688.6,-1.94,2.15,,thermal
therm_sat_0_0,4280.0,65.535,-50.488,688.5,1.71,1.89,,thermal
therm_sat_0_0,4280.0,65.576,-50.603,688.7,2.28,2.53,,thermal
therm_sat_0_0,4720.0,61.328,8.79,721.2,-1.79,2.0,,thermal
therm_sat_0_0,4740.0,60.399,11.228,722.5,-1.61,1.79,,thermal
therm_sat_0_0,4750.0,60.312,11.671,723.3,-1.89,2.1,,thermal
therm_sat_0_0,4760.0,59.871,13.146,723.7,0.97,1.08,,thermal
therm_sat_0_0,4760.0,59.615,13.31,724.4,-2.48,2.76,,thermal
therm_sat_0_0,4790.0,58.514,15.97,726.4,2.43,2.7,,thermal
therm_sat_0_0,4790.0,58.532,15.039,726.5,-2.49,2.77,,thermal
therm_sat_0_0,5050.0,46.827,31.59,742.6,-0.66,0.73,,thermal
therm_sat_0_0,5080.0,45.443,33.202,744.5,1.28,1.43,,thermal
sar_sat_0_0,6420.0,27.584,-114.119,639.0,-1.91,2.11,,sar
vis_sat_0_0,6420.0,27.584,-114.119,639.0,-1.91,2.11,,visual
sar_sat_0_0,6530.0,33.677,-111.156,643.4,-1.13,1.24,,sar
vis_sat_0_0,6530.0,33.677,-111.156,643.4,-1.13,1.24,,visual
sar_sat_0_0,6790.0,47.506,-101.432,657.5,1.92,2.11,,sar
sar_sat_0_0,6790.0,47.603,-101.263,657.3,1.56,1.72,,sar
vis_sat_0_0,6790.0,47.506,-101.432,657.5,1.92,2.11,,visual
vis_sat_0_0,6790.0,47.603,-101.263,657.3,1.56,1.72,,visual
sar_sat_0_0,6900.0,52.75,-95.33,664.1,1.15,1.27,,sar
vis_sat_0_0,6900.0,52.75,-95.33,664.1,1.15,1.27,,visual
vis_sat_0_0,6920.0,53.969,-93.815,665.8,2.29,2.53,,visual
sar_sat_0_0,6920.0,53.969,-93.815,665.8,2.29,2.53,,sar
vis_sat_0_0,6930.0,54.204,-93.638,666.4,2.18,2.41,,visual
vis_sat_0_0,6930.0,54.23,-93.003,666.1,-1.42,1.57,,visual
sar_sat_0_0,6930.0,54.204,-93.638,666.4,2.18,2.41,,sar
sar_sat_0_0,6930.0,54.23,-93.003,666.1,-1.42,1.57,,sar
vis_sat_0_0,6940.0,54.593,-92.499,666.6,-0.7,0.77,,visual
vis_sat_0_0,6940.0,54.625,-92.229,667.0,-1.97,2.18,,visual
vis_sat_0_0,6940.0,54.684,-92.531,666.6,0.45,0.5,,visual
vis_sat_0_0,6940.0,54.509,-92.611,666.8,-1.33,1.47,,visual
sar_sat_0_0,6940.0,54.593,-92.499,666.6,-0.7,0.77,,sar
sar_sat_0_0,6940.0,54.625,-92.229,667.0,-1.97,2.18,,sar
sar_sat_0_0,6940.0,54.684,-92.531,666.6,0.45,0.5,,sar
sar_sat_0_0,6940.0,54.509,-92.611,666.8,-1.33,1.47,,sar
sar_sat_0_0,7190.0,64.106,-69.314,684.4,-1.32,1.46,,sar
vis_sat_0_0,7190.0,64.106,-69.314,684.4,-1.32,1.46,,visual
vis_sat_0_0,7330.0,66.788,-50.832,694.7,1.02,1.13,,visual
sar_sat_0_0,7330.0,66.788,-50.832,694.7,1.02,1.13,,sar
vis_sat_0_0,7540.0,65.218,-19.681,710.7,-2.04,2.27,,visual
vis_sat_0_0,7540.0,65.563,-20.449,710.9,2.28,2.53,,visual
sar_sat_0_0,7540.0,65.218,-19.681,710.7,-2.04,2.27,,sar
sar_sat_0_0,7540.0,65.563,-20.449,710.9,2.28,2.53,,sar
sar_sat_0_0,7570.0,64.947,-15.793,713.0,2.17,2.41,,sar
vis_sat_0_0,7570.0,64.947,-15.793,713.0,2.17,2.41,,visual
vis_sat_0_0,7820.0,56.003,8.132,730.3,0.62,0.69,,visual
sar_sat_0_0,7820.0,56.003,8.132,730.3,0.62,0.69,,sar
sar_sat_0_0,7880.0,53.456,12.278,734.7,2.01,2.24,,sar
vis_sat_0_0,7880.0,53.456,12.278,734.7,2.01,2.24,,visual
vis_sat_0_0,8320.0,31.061,29.739,758.7,-1.95,2.18,,visual
vis_sat_0_0,8320.0,31.106,29.848,758.4,-1.08,1.21,,visual
sar_sat_0_0,8320.0,31.061,29.739,758.7,-1.95,2.18,,sar
sar_sat_0_0,8320.0,31.106,29.848,758.4,-1.08,1.21,,sar
vis_sat_0_0,8350.0,29.477,30.66,759.7,-1.23,1.38,,visual
sar_sat_0_0,8350.0,29.477,30.66,759.7,-1.23,1.38,,sar
vis_sat_0_0,8900.0,-0.039,42.56,771.4,2.43,2.73,,visual
sar_sat_0_0,8900.0,-0.039,42.56,771.4,2.43,2.73,,sar
sar_sat_0_0,9210.0,-17.426,48.58,767.1,-1.56,1.75,86.64,sar
vis_sat_0_0,9210.0,-17.426,48.58,767.1,-1.56,1.75,86.64,visual
vis_sat_0_0,9230.0,-18.463,49.292,766.6,1.58,1.77,85.54,visual
sar_sat_0_0,9230.0,-18.463,49.292,766.6,1.58,1.77,85.54,sar
therm_sat_0_0,9610.0,40.106,-119.581,649.2,-1.55,1.71,,thermal
therm_sat_0_0,9680.0,43.64,-117.239,653.1,1.86,2.05,,thermal
therm_sat_0_0,9700.0,44.523,-116.053,654.2,-1.69,1.86,,thermal
therm_sat_0_0,9890.0,53.954,-106.081,665.6,0.39,0.43,,thermal
therm_sat_0_0,9890.0,54.04,-106.423,666.2,2.28,2.51,,thermal
therm_sat_0_0,9890.0,54.085,-106.069,665.7,1.01,1.12,,thermal
therm_sat_0_0,9900.0,54.468,-104.992,666.8,-2.14,2.36,,thermal
therm_sat_0_0,9900.0,54.542,-105.598,666.6,1.6,1.77,,thermal
therm_sat_0_0,9920.0,55.392,-104.364,668.1,2.0,2.21,,thermal
therm_sat_0_0,9920.0,55.407,-104.275,667.9,1.59,1.76,,thermal
therm_sat_0_0,9930.0,55.631,-103.183,668.6,-1.56,1.73,,thermal
therm_sat_0_0,9930.0,55.94,-103.108,668.7,1.85,2.04,,thermal
therm_sat_0_0,9950.0,56.627,-101.778,669.7,-0.39,0.44,,thermal
therm_sat_0_0,9950.0,56.398,-101.899,670.3,-2.44,2.69,,thermal
therm_sat_0_0,9960.0,57.163,-100.879,670.5,-1.3,1.44,,thermal
therm_sat_0_0,9960.0,57.069,-101.34,670.5,1.35,1.49,,thermal
therm_sat_0_0,9960.0,56.945,-101.015,670.5,-1.33,1.47,,thermal
therm_sat_0_0,9970.0,57.668,-100.17,671.4,1.71,1.89,,thermal
therm_sat_0_0,9980.0,57.964,-99.47,671.7,0.46,0.5,,thermal
therm_sat_0_0,10000.0,58.714,-98.241,673.5,1.91,2.11,,thermal
therm_sat_0_0,10000.0,58.83,-97.6,673.4,-1.53,1.69,,thermal
therm_sat_0_0,10360.0,67.16,-53.326,699.7,1.46,1.62,,thermal
therm_sat_0_0,10370.0,66.996,-52.28,700.6,1.69,1.88,,thermal
therm_sat_0_0,10380.0,67.007,-50.702,701.2,1.5,1.67,,thermal
therm_sat_0_0,10380.0,66.788,-50.832,701.7,-2.48,2.75,,thermal
therm_sat_0_0,10770.0,56.399,-5.142,729.9,2.23,2.49,,thermal
therm_sat_0_0,10780.0,56.011,-4.59,730.2,-1.44,1.6,,thermal
therm_sat_0_0,10940.0,48.601,4.711,740.7,-1.85,2.06,,thermal
therm_sat_0_0,10980.0,47.002,7.019,743.2,2.11,2.36,,thermal
therm_sat_0_0,11860.0,-0.068,30.161,770.9,1.43,1.6,,thermal
therm_sat_0_0,11890.0,-1.815,30.827,771.3,2.34,2.62,,thermal
therm_sat_0_0,12120.0,-14.418,35.236,768.3,1.65,1.85,88.91,thermal
therm_sat_0_0,12130.0,-14.768,35.277,767.8,0.63,0.71,88.7,thermal
therm_sat_0_0,12140.0,-15.298,35.715,768.1,1.99,2.23,88.06,thermal
sar_sat_0_0,12790.0,50.788,-122.224,661.9,-1.9,2.1,,sar
vis_sat_0_0,12790.0,50.788,-122.224,661.9,-1.9,2.1,,visual
vis_sat_0_0,12820.0,52.423,-120.328,663.9,-2.09,2.31,,visual
sar_sat_0_0,12820.0,52.423,-120.328,663.9,-2.09,2.31,,sar
vis_sat_0_0,12880.0,55.168,-116.777,667.4,0.4,0.44,,visual
sar_sat_0_0,12880.0,55.168,-116.777,667.4,0.4,0.44,,sar
sar_sat_0_0,12900.0,55.925,-115.391,668.8,-0.87,0.96,,sar
vis_sat_0_0,12900.0,55.925,-115.391,668.8,-0.87,0.96,,visual
sar_sat_0_0,12910.0,56.501,-114.538,669.4,-0.8,0.89,,sar
vis_sat_0_0,12910.0,56.501,-114.538,669.4,-0.8,0.89,,visual
vis_sat_0_0,12960.0,58.398,-110.966,673.2,-1.88,2.07,,visual
sar_sat_0_0,12960.0,58.398,-110.966,673.2,-1.88,2.07,,sar
vis_sat_0_0,12980.0,59.509,-108.607,674.9,-2.46,2.72,,visual
